"Entity[34112] Report(D000000)", , , , , ,"Entity[34112] Report(D000000[0100])","Entity[34112] Report(D000000[0200])","Entity[34112] Report(D000000[0300])","Entity[34112] Report(D000000[0400])"
"HOSPC","hospc_2013_DATA",34112,"D000000","Line(00100)", , , , ,"2416202"
"HOSPC","hospc_2013_DATA",34112,"D000000","Line(00200)", , , , ,"20573"
"HOSPC","hospc_2013_DATA",34112,"D000000","Line(00300)", , , , ,"117"
"HOSPC","hospc_2013_DATA",34112,"D000000","Line(00400)", ,"19115"
"HOSPC","hospc_2013_DATA",34112,"D000000","Line(00500)", ,"2245057"
"HOSPC","hospc_2013_DATA",34112,"D000000","Line(00600)", , ,"1056"
"HOSPC","hospc_2013_DATA",34112,"D000000","Line(00700)", , ,"124027"
"HOSPC","hospc_2013_DATA",34112,"D000000","Line(00800)", ,"10414"
"HOSPC","hospc_2013_DATA",34112,"D000000","Line(00900)", ,"1223124"
"HOSPC","hospc_2013_DATA",34112,"D000000","Line(01000)", , ,"636"
"HOSPC","hospc_2013_DATA",34112,"D000000","Line(01100)", , ,"74698"
"HOSPC","hospc_2013_DATA",34112,"D000000","Line(01200)", , , ,"402"
