"Entity[34098] Report(G000000)", , , , , ,"Entity[34098] Report(G000000[0100])","Entity[34098] Report(G000000[0200])"
"HOSPC","hospc_2013_DATA",34098,"G000000","Line(00100)", ,"440632"
"HOSPC","hospc_2013_DATA",34098,"G000000","Line(00400)", ,"121805"
"HOSPC","hospc_2013_DATA",34098,"G000000","Line(00500)", ,"60000"
"HOSPC","hospc_2013_DATA",34098,"G000000","Line(00600)", ,"2183"
"HOSPC","hospc_2013_DATA",34098,"G000000","Line(00800)", ,"367"
"HOSPC","hospc_2013_DATA",34098,"G000000","Line(01100)", ,"620621"
"HOSPC","hospc_2013_DATA",34098,"G000000","Line(02300)", ,"261275"
"HOSPC","hospc_2013_DATA",34098,"G000000","Line(02400)", ,"260446"
"HOSPC","hospc_2013_DATA",34098,"G000000","Line(02600)", ,"10393"
"HOSPC","hospc_2013_DATA",34098,"G000000","Line(02700)", ,"11222"
"HOSPC","hospc_2013_DATA",34098,"G000000","Line(02800)", ,"75008","219656"
"HOSPC","hospc_2013_DATA",34098,"G000000","Line(03200)", ,"75008","219656"
"HOSPC","hospc_2013_DATA",34098,"G000000","Line(03300)", ,"706851","219656"
"HOSPC","hospc_2013_DATA",34098,"G000000","Line(03400)", ,"48163"
"HOSPC","hospc_2013_DATA",34098,"G000000","Line(03500)", ,"61770"
"HOSPC","hospc_2013_DATA",34098,"G000000","Line(03600)", ,"219"
"HOSPC","hospc_2013_DATA",34098,"G000000","Line(04200)", ,"110152"
"HOSPC","hospc_2013_DATA",34098,"G000000","Line(05000)", ,"110152"
"HOSPC","hospc_2013_DATA",34098,"G000000","Line(05100)", ,"596699"
"HOSPC","hospc_2013_DATA",34098,"G000000","Line(05200)", , ,"219656"
"HOSPC","hospc_2013_DATA",34098,"G000000","Line(05800)", ,"596699","219656"
"Entity[34098] Report(G100000)", , , , ,"Entity[34098] Report(G100000[0000])","Entity[34098] Report(G100000[0100])","Entity[34098] Report(G100000[0200])"
"HOSPC","hospc_2013_DATA",34098,"G100000","Line(00100)", ,"416924","207120"
"HOSPC","hospc_2013_DATA",34098,"G100000","Line(00200)", ,"186956"
"HOSPC","hospc_2013_DATA",34098,"G100000","Line(00300)", ,"603880","207120"
"HOSPC","hospc_2013_DATA",34098,"G100000","Line(00500)","PRIOR-YEAR_ADJUSTMENT-INCREASE","5355"
"HOSPC","hospc_2013_DATA",34098,"G100000","Line(00600)","CHANGE_IN_RESTRICTED_NET_ASSETS","-12536","12536"
"HOSPC","hospc_2013_DATA",34098,"G100000","Line(01000)", ,"-7181","12536"
"HOSPC","hospc_2013_DATA",34098,"G100000","Line(01100)", ,"596699","219656"
"Entity[34098] Report(G200001)", , , , , ,"Entity[34098] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",34098,"G200001","Line(00300)", ,"1540135"
"HOSPC","hospc_2013_DATA",34098,"G200001","Line(00400)", ,"584"
"Entity[34098] Report(G200002)", , , , ,"Entity[34098] Report(G200002[0000])","Entity[34098] Report(G200002[0100])","Entity[34098] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",34098,"G200002","Line(00100)", , ,"1958277"
"HOSPC","hospc_2013_DATA",34098,"G200002","Line(00900)","DEDUCT (SPECIFY) ROUNDING","1"
"HOSPC","hospc_2013_DATA",34098,"G200002","Line(01000)","COMMUNITY SUPPORT","575847"
"HOSPC","hospc_2013_DATA",34098,"G200002","Line(01100)","INVESTMENT INCOME","24301"
"HOSPC","hospc_2013_DATA",34098,"G200002","Line(01300)","MISCELLANEOUS INCOME","4365"
"HOSPC","hospc_2013_DATA",34098,"G200002","Line(01400)", , ,"604514"
"HOSPC","hospc_2013_DATA",34098,"G200002","Line(01500)", , ,"1353763"
