"Entity[34004] Report(S000000)", , , , , ,"Entity[34004] Report(S000000[0100])","Entity[34004] Report(S000000[0200])","Entity[34004] Report(S000000[0300])"
"HOSPC","hospc_2013_DATA",34004,"S000000","Line(00100)", ,"1","02/28/2014","N"
"Entity[34004] Report(S100000)", , , , , ,"Entity[34004] Report(S100000[0100])","Entity[34004] Report(S100000[0200])","Entity[34004] Report(S100000[0300])","Entity[34004] Report(S100000[0400])","Entity[34004] Report(S100000[0500])","Entity[34004] Report(S100000[0600])"
"HOSPC","hospc_2013_DATA",34004,"S100000","Line(00100)", ,"HOSPICE OF THE STRAITS","761 LAFAYETTE AVE","CHEBOYGAN","MI","49721"
"HOSPC","hospc_2013_DATA",34004,"S100000","Line(00200)", ,"CHEBOYGAN"
"HOSPC","hospc_2013_DATA",34004,"S100000","Line(00300)", ,"07/10/1984"
"HOSPC","hospc_2013_DATA",34004,"S100000","Line(00400)", ,"07/10/1984","07/10/1984"
"HOSPC","hospc_2013_DATA",34004,"S100000","Line(00500)", ,"10/01/2012","09/30/2013"
"HOSPC","hospc_2013_DATA",34004,"S100000","Line(00600)", ,"231504"
"HOSPC","hospc_2013_DATA",34004,"S100000","Line(00700)", ,"2"
"HOSPC","hospc_2013_DATA",34004,"S100000","Line(00800)", ,"60","2", , ,"7","69"
"HOSPC","hospc_2013_DATA",34004,"S100000","Line(00900)", ,"22392","712", , ,"744","23848"
"HOSPC","hospc_2013_DATA",34004,"S100000","Line(01000)", ,"42", , , ,"4","46"
"HOSPC","hospc_2013_DATA",34004,"S100000","Line(01100)", ,"28", , , ,"3","31"
"HOSPC","hospc_2013_DATA",34004,"S100000","Line(01200)", ,"22522","714", , ,"758","23994"
"HOSPC","hospc_2013_DATA",34004,"S100000","Line(01300)", ,"247","11", , ,"25","283"
"HOSPC","hospc_2013_DATA",34004,"S100000","Line(01400)", ,"1447"
"HOSPC","hospc_2013_DATA",34004,"S100000","Line(01500)", ,"91","65", , ,"30","85"
"HOSPC","hospc_2013_DATA",34004,"S100000","Line(01600)", ,"247","11", , ,"25","283"
