"-------------","-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34914","G000000 ","-------------","-------------","-----------",""
"-------------","-------------","-------------", ,"","Assets","General","Purpose","Endowment","Plant", , 
"-------------","-------------","-------------", ,"","(Omit cents)","Fund","Fund","Fund","Fund", , 
"-------------","-------------","-------------", ,"","","1","2","3","4", , 
"-------------","-------------","-------------", ,"","CURRENT  ASSETS","","","","", , 
 , , , , , , , , , , , 
"Entity[34914] Report(G000000)", , , , , ,"Entity[34914] Report(G000000[0100])","Entity[34914] Report(G000000[0200])"
"HOSPC","hospc_2013_DATA",34914,"G000000","Line(00100)", ,"763162","20549"
"HOSPC","hospc_2013_DATA",34914,"G000000","Line(00400)", ,"200650","3000"
"HOSPC","hospc_2013_DATA",34914,"G000000","Line(01100)", ,"963812","23549"
"HOSPC","hospc_2013_DATA",34914,"G000000","Line(01200)", ,"100000"
"HOSPC","hospc_2013_DATA",34914,"G000000","Line(01400)", ,"3838"
"HOSPC","hospc_2013_DATA",34914,"G000000","Line(01500)", ,"307368"
"HOSPC","hospc_2013_DATA",34914,"G000000","Line(01600)", ,"23722"
"HOSPC","hospc_2013_DATA",34914,"G000000","Line(02600)", ,"16019"
"HOSPC","hospc_2013_DATA",34914,"G000000","Line(02700)", ,"395827"
"HOSPC","hospc_2013_DATA",34914,"G000000","Line(02800)", ,"99090"
"HOSPC","hospc_2013_DATA",34914,"G000000","Line(03200)", ,"99090"
"HOSPC","hospc_2013_DATA",34914,"G000000","Line(03300)", ,"1458729","23549"
"HOSPC","hospc_2013_DATA",34914,"G000000","Line(03400)", ,"2503"
"HOSPC","hospc_2013_DATA",34914,"G000000","Line(03600)", ,"36125"
"HOSPC","hospc_2013_DATA",34914,"G000000","Line(04200)", ,"38628"
"HOSPC","hospc_2013_DATA",34914,"G000000","Line(05100)", ,"-109286"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"-------------","-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34914","G100000 ","-------------","-------------","-----------",""
"-------------","-------------","-------------", ,"","","","GENERAL ","SPECIFIC ","ENDOWMENT","PLANT  FUND", 
"-------------","-------------","-------------", ,"","","","FUND","PURPOSE  FUND","FUND","", 
"-------------","-------------","-------------", ,"","","","1","2","3","4", 
 , , , , , , , , , , , 
"Entity[34914] Report(G100000)", , , , ,"Entity[34914] Report(G100000[0000])","Entity[34914] Report(G100000[0100])","Entity[34914] Report(G100000[0200])"
"HOSPC","hospc_2013_DATA",34914,"G100000","Line(00100)", ,"815360","16935"
"HOSPC","hospc_2013_DATA",34914,"G100000","Line(00200)", ,"-924646"
"HOSPC","hospc_2013_DATA",34914,"G100000","Line(00300)", ,"-109286","16935"
"HOSPC","hospc_2013_DATA",34914,"G100000","Line(00400)","ADDITIONS (CREDIT ADJUSTMENTS)(SPEC"
"HOSPC","hospc_2013_DATA",34914,"G100000","Line(01100)", ,"-109286","16935"
"HOSPC","hospc_2013_DATA",34914,"G100000","Line(01200)","DEDUCTIONS (DEBIT ADJUSTMENTS)(SPEC"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"-------------","-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34914","G200002 ","-------------","-------------","-----------",""
"-------------","-------------","-------------", ,"","PART II - OPERATING EXPENSES", , , , , , 
 , , , , , , , , , , , 
"Entity[34914] Report(G200002)", , , , , , ,"Entity[34914] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",34914,"G200002","Line(00100)", , ,"924646"
"HOSPC","hospc_2013_DATA",34914,"G200002","Line(01500)", , ,"924646"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
