"Entity[33959] Report(B000000)", , , , ,"Entity[33959] Report(B000000[0000])", , , , , ,"Entity[33959] Report(B000000[0600])","Entity[33959] Report(B000000[0700])"
"HOSPC","hospc_2013_DATA",33959,"B000000","Line(00600)","146387", , , , , ,"146387"
"HOSPC","hospc_2013_DATA",33959,"B000000","Line(01600)","31577", , , , , ,"112411","143988"
"HOSPC","hospc_2013_DATA",33959,"B000000","Line(02000)","6620", , , , , ,"23567","30187"
"HOSPC","hospc_2013_DATA",33959,"B000000","Line(02400)","2924", , , , , ,"10409","13333"
"Entity[33959] Report(B10000*)", , , , , ,"Entity[33959] Report(B10000*[0100])","Entity[33959] Report(B10000*[0200])","Entity[33959] Report(B10000*[0300])","Entity[33959] Report(B10000*[0400])","Entity[33959] Report(B10000*[0500])","Entity[33959] Report(B10000*[0600])"
"HOSPC","hospc_2013_DATA",33959,"B10000*","Line(00100)", ,"CAPITAL","CAPITAL","PLANT","TRANS-","VOLUNT.","ADMINIS-"
"HOSPC","hospc_2013_DATA",33959,"B10000*","Line(00200)", ,"BLDGS &","MOVABLE","OPER. &","PORTAT-","SERVICES","TRATIVE &"
"HOSPC","hospc_2013_DATA",33959,"B10000*","Line(00300)", ,"FIXTURES","EQUIPMENT","MAINT.","ION","COORDI.","GENERAL"
"HOSPC","hospc_2013_DATA",33959,"B10000*","Line(00400)", ,"SQUARE","DOLLAR","SQUARE","MILEAGE","HOURS","ACCUM."
"HOSPC","hospc_2013_DATA",33959,"B10000*","Line(00500)", ,"FEET","VALUE","FEET", , ,"COSTS"
"Entity[33959] Report(B100000)", , , , , , , , , , ,"Entity[33959] Report(B100000[0600])"
"HOSPC","hospc_2013_DATA",33959,"B100000","Line(00000)", , , , , , ,"X"
"HOSPC","hospc_2013_DATA",33959,"B100000","Line(00600)", , , , , , ,"41121"
"HOSPC","hospc_2013_DATA",33959,"B100000","Line(01600)", , , , , , ,"31577"
"HOSPC","hospc_2013_DATA",33959,"B100000","Line(02000)", , , , , , ,"6620"
"HOSPC","hospc_2013_DATA",33959,"B100000","Line(02400)", , , , , , ,"2924"
