"Entity[33766] Report(B000000)", , , , ,"Entity[33766] Report(B000000[0000])","Entity[33766] Report(B000000[0100])","Entity[33766] Report(B000000[0200])","Entity[33766] Report(B000000[0300])", ,"Entity[33766] Report(B000000[0500])","Entity[33766] Report(B000000[0600])","Entity[33766] Report(B000000[0700])"
"HOSPC","hospc_2013_DATA",33766,"B000000","Line(00100)","15119","15119"
"HOSPC","hospc_2013_DATA",33766,"B000000","Line(00200)","12343", ,"12343"
"HOSPC","hospc_2013_DATA",33766,"B000000","Line(00300)","47791", , ,"47791"
"HOSPC","hospc_2013_DATA",33766,"B000000","Line(00500)", ,"1350","1102","4267", ,"6719"
"HOSPC","hospc_2013_DATA",33766,"B000000","Line(00600)","408205","8099","6613","25602", ,"6000","454519"
"HOSPC","hospc_2013_DATA",33766,"B000000","Line(01000)","374632", , , , , ,"80163","454795"
"HOSPC","hospc_2013_DATA",33766,"B000000","Line(01600)","1242205","5346","4364","16898", ,"719","271654","1541186"
"HOSPC","hospc_2013_DATA",33766,"B000000","Line(02000)","167494", , , , , ,"35840","203334"
"HOSPC","hospc_2013_DATA",33766,"B000000","Line(02100)","25197", , , , , ,"5392","30589"
"HOSPC","hospc_2013_DATA",33766,"B000000","Line(02200)","2389", , , , , ,"511","2900"
"HOSPC","hospc_2013_DATA",33766,"B000000","Line(02300)", ,"324","264","1024", , ,"345","1957"
"HOSPC","hospc_2013_DATA",33766,"B000000","Line(03000)","141904", , , , , ,"30364","172268"
"HOSPC","hospc_2013_DATA",33766,"B000000","Line(03100)","136333", , , , , ,"29172","165505"
"HOSPC","hospc_2013_DATA",33766,"B000000","Line(03300)","2500", , , , , ,"535","3035"
"HOSPC","hospc_2013_DATA",33766,"B000000","Line(03400)","1006", , , , , ,"215","1221"
"HOSPC","hospc_2013_DATA",33766,"B000000","Line(03500)","1533", , , , , ,"328","1861"
"Entity[33766] Report(B10000*)", , , , , ,"Entity[33766] Report(B10000*[0100])","Entity[33766] Report(B10000*[0200])","Entity[33766] Report(B10000*[0300])", ,"Entity[33766] Report(B10000*[0500])","Entity[33766] Report(B10000*[0600])"
"HOSPC","hospc_2013_DATA",33766,"B10000*","Line(00100)", ,"CAPITAL","CAPITAL","PLANT", ,"VOLUNT.","ADMINIS-"
"HOSPC","hospc_2013_DATA",33766,"B10000*","Line(00200)", ,"BLDGS &","MOVABLE","OPER. &", ,"SERVICES","TRATIVE &"
"HOSPC","hospc_2013_DATA",33766,"B10000*","Line(00300)", ,"FIXTURES","EQUIPMENT","MAINT.", ,"COORDI.","GENERAL"
"HOSPC","hospc_2013_DATA",33766,"B10000*","Line(00400)", ,"SQUARE","DOLLAR","SQUARE", ,"HOURS OF","ACCUM."
"HOSPC","hospc_2013_DATA",33766,"B10000*","Line(00500)", ,"FEET","VALUE","FEET", ,"SERVICE","COSTS"
"Entity[33766] Report(B100000)", , , , , ,"Entity[33766] Report(B100000[0100])","Entity[33766] Report(B100000[0200])","Entity[33766] Report(B100000[0300])", ,"Entity[33766] Report(B100000[0500])","Entity[33766] Report(B100000[0600])"
"HOSPC","hospc_2013_DATA",33766,"B100000","Line(00000)", , , , , , ,"X"
"HOSPC","hospc_2013_DATA",33766,"B100000","Line(00100)", ,"2240"
"HOSPC","hospc_2013_DATA",33766,"B100000","Line(00200)", , ,"2240"
"HOSPC","hospc_2013_DATA",33766,"B100000","Line(00300)", , , ,"2240"
"HOSPC","hospc_2013_DATA",33766,"B100000","Line(00500)", ,"200","200","200", ,"6719"
"HOSPC","hospc_2013_DATA",33766,"B100000","Line(00600)", ,"1200","1200","1200", ,"6000","2124132"
"HOSPC","hospc_2013_DATA",33766,"B100000","Line(01000)", , , , , , ,"374632"
"HOSPC","hospc_2013_DATA",33766,"B100000","Line(01600)", ,"792","792","792", ,"719","1269532"
"HOSPC","hospc_2013_DATA",33766,"B100000","Line(02000)", , , , , , ,"167494"
"HOSPC","hospc_2013_DATA",33766,"B100000","Line(02100)", , , , , , ,"25197"
"HOSPC","hospc_2013_DATA",33766,"B100000","Line(02200)", , , , , , ,"2389"
"HOSPC","hospc_2013_DATA",33766,"B100000","Line(02300)", ,"48","48","48", , ,"1612"
"HOSPC","hospc_2013_DATA",33766,"B100000","Line(03000)", , , , , , ,"141904"
"HOSPC","hospc_2013_DATA",33766,"B100000","Line(03100)", , , , , , ,"136333"
"HOSPC","hospc_2013_DATA",33766,"B100000","Line(03300)", , , , , , ,"2500"
"HOSPC","hospc_2013_DATA",33766,"B100000","Line(03400)", , , , , , ,"1006"
"HOSPC","hospc_2013_DATA",33766,"B100000","Line(03500)", , , , , , ,"1533"
"HOSPC","hospc_2013_DATA",33766,"B100000","Line(10000)", ,"15119","12343","47791", ,"6719","454519"
