"Entity[34080] Report(G000000)", , , , , ,"Entity[34080] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",34080,"G000000","Line(00100)", ,"29602"
"HOSPC","hospc_2013_DATA",34080,"G000000","Line(00400)", ,"211194"
"HOSPC","hospc_2013_DATA",34080,"G000000","Line(00800)", ,"3630"
"HOSPC","hospc_2013_DATA",34080,"G000000","Line(01100)", ,"244426"
"HOSPC","hospc_2013_DATA",34080,"G000000","Line(01900)", ,"104005"
"HOSPC","hospc_2013_DATA",34080,"G000000","Line(02000)", ,"35663"
"HOSPC","hospc_2013_DATA",34080,"G000000","Line(02700)", ,"68342"
"HOSPC","hospc_2013_DATA",34080,"G000000","Line(03300)", ,"312768"
"HOSPC","hospc_2013_DATA",34080,"G000000","Line(03400)", ,"32288"
"HOSPC","hospc_2013_DATA",34080,"G000000","Line(03700)", ,"94696"
"HOSPC","hospc_2013_DATA",34080,"G000000","Line(04100)", ,"42577"
"HOSPC","hospc_2013_DATA",34080,"G000000","Line(04200)", ,"169561"
"HOSPC","hospc_2013_DATA",34080,"G000000","Line(04500)", ,"47159"
"HOSPC","hospc_2013_DATA",34080,"G000000","Line(04601)", ,"20000"
"HOSPC","hospc_2013_DATA",34080,"G000000","Line(04900)", ,"67159"
"HOSPC","hospc_2013_DATA",34080,"G000000","Line(05000)", ,"236720"
"HOSPC","hospc_2013_DATA",34080,"G000000","Line(05100)", ,"76048"
"HOSPC","hospc_2013_DATA",34080,"G000000","Line(05800)", ,"76048"
"Entity[34080] Report(G100000)", , , , ,"Entity[34080] Report(G100000[0000])","Entity[34080] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",34080,"G100000","Line(00100)", ,"138684"
"HOSPC","hospc_2013_DATA",34080,"G100000","Line(00200)", ,"63020"
"HOSPC","hospc_2013_DATA",34080,"G100000","Line(00300)", ,"201704"
"HOSPC","hospc_2013_DATA",34080,"G100000","Line(01100)", ,"201704"
"HOSPC","hospc_2013_DATA",34080,"G100000","Line(01200)","TAX DISTRIBUTIONS","125656"
"HOSPC","hospc_2013_DATA",34080,"G100000","Line(01800)", ,"125656"
"Entity[34080] Report(G200001)", , , , , ,"Entity[34080] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",34080,"G200001","Line(00300)", ,"2817977"
"Entity[34080] Report(G200002)", , , , , , ,"Entity[34080] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",34080,"G200002","Line(00100)", , ,"2754957"
"HOSPC","hospc_2013_DATA",34080,"G200002","Line(01500)", , ,"2754957"
