"Entity[33713] Report(D000000)", , , , , ,"Entity[33713] Report(D000000[0100])","Entity[33713] Report(D000000[0200])","Entity[33713] Report(D000000[0300])","Entity[33713] Report(D000000[0400])"
"HOSPC","hospc_2013_DATA",33713,"D000000","Line(00100)", , , , ,"897094"
"HOSPC","hospc_2013_DATA",33713,"D000000","Line(00200)", , , , ,"5025"
"HOSPC","hospc_2013_DATA",33713,"D000000","Line(00300)", , , , ,"179"
"HOSPC","hospc_2013_DATA",33713,"D000000","Line(00400)", ,"4880"
"HOSPC","hospc_2013_DATA",33713,"D000000","Line(00500)", ,"871226"
"HOSPC","hospc_2013_DATA",33713,"D000000","Line(00800)", ,"1268"
"HOSPC","hospc_2013_DATA",33713,"D000000","Line(00900)", ,"226376"
"HOSPC","hospc_2013_DATA",33713,"D000000","Line(01000)", , ,"626"
"HOSPC","hospc_2013_DATA",33713,"D000000","Line(01100)", , ,"111760"
"HOSPC","hospc_2013_DATA",33713,"D000000","Line(01200)", , , ,"145"
