"Entity[33713] Report(B000000)", , , , ,"Entity[33713] Report(B000000[0000])","Entity[33713] Report(B000000[0100])", , , , ,"Entity[33713] Report(B000000[0600])","Entity[33713] Report(B000000[0700])"
"HOSPC","hospc_2013_DATA",33713,"B000000","Line(00100)","15151","15151"
"HOSPC","hospc_2013_DATA",33713,"B000000","Line(00600)","229268","15151", , , , ,"244419"
"HOSPC","hospc_2013_DATA",33713,"B000000","Line(01000)","113524", , , , , ,"42513","156037"
"HOSPC","hospc_2013_DATA",33713,"B000000","Line(01500)","17500", , , , , ,"6554","24054"
"HOSPC","hospc_2013_DATA",33713,"B000000","Line(01600)","245576", , , , , ,"91966","337542"
"HOSPC","hospc_2013_DATA",33713,"B000000","Line(02000)","53466", , , , , ,"20022","73488"
"HOSPC","hospc_2013_DATA",33713,"B000000","Line(02100)","39071", , , , , ,"14632","53703"
"HOSPC","hospc_2013_DATA",33713,"B000000","Line(03000)","71087", , , , , ,"26621","97708"
"HOSPC","hospc_2013_DATA",33713,"B000000","Line(03100)","77421", , , , , ,"28993","106414"
"HOSPC","hospc_2013_DATA",33713,"B000000","Line(03200)","412", , , , , ,"154","566"
"HOSPC","hospc_2013_DATA",33713,"B000000","Line(03400)","444", , , , , ,"166","610"
"HOSPC","hospc_2013_DATA",33713,"B000000","Line(03500)","34174", , , , , ,"12798","46972"
"Entity[33713] Report(B10000*)", , , , , ,"Entity[33713] Report(B10000*[0100])","Entity[33713] Report(B10000*[0200])","Entity[33713] Report(B10000*[0300])","Entity[33713] Report(B10000*[0400])","Entity[33713] Report(B10000*[0500])","Entity[33713] Report(B10000*[0600])"
"HOSPC","hospc_2013_DATA",33713,"B10000*","Line(00100)", ,"CAPITAL","CAPITAL","PLANT","TRANS-","VOLUNTEER","ADMINIS-"
"HOSPC","hospc_2013_DATA",33713,"B10000*","Line(00200)", ,"BLDGS &","MOVABLE","OPER. &","PORTAT-","SERVICE","TRATIVE &"
"HOSPC","hospc_2013_DATA",33713,"B10000*","Line(00300)", ,"FIXTURES","EQUIPMENT","MAINT.","ION","COORDI.","GENERAL"
"HOSPC","hospc_2013_DATA",33713,"B10000*","Line(00400)", ,"SQUARE","DOLLAR","SQUARE","MILEAGE","HOURS OF","ACCUM."
"HOSPC","hospc_2013_DATA",33713,"B10000*","Line(00500)", ,"FEET","VALUE","FEET", ,"SERVICE","COSTS"
"Entity[33713] Report(B100000)", , , , , ,"Entity[33713] Report(B100000[0100])", ,"Entity[33713] Report(B100000[0300])", , ,"Entity[33713] Report(B100000[0600])"
"HOSPC","hospc_2013_DATA",33713,"B100000","Line(00000)", , , , , , ,"X"
"HOSPC","hospc_2013_DATA",33713,"B100000","Line(00100)", ,"456"
"HOSPC","hospc_2013_DATA",33713,"B100000","Line(00300)", , , ,"456"
"HOSPC","hospc_2013_DATA",33713,"B100000","Line(00600)", ,"456", ,"456", , ,"652675"
"HOSPC","hospc_2013_DATA",33713,"B100000","Line(01000)", , , , , , ,"113524"
"HOSPC","hospc_2013_DATA",33713,"B100000","Line(01500)", , , , , , ,"17500"
"HOSPC","hospc_2013_DATA",33713,"B100000","Line(01600)", , , , , , ,"245576"
"HOSPC","hospc_2013_DATA",33713,"B100000","Line(02000)", , , , , , ,"53466"
"HOSPC","hospc_2013_DATA",33713,"B100000","Line(02100)", , , , , , ,"39071"
"HOSPC","hospc_2013_DATA",33713,"B100000","Line(03000)", , , , , , ,"71087"
"HOSPC","hospc_2013_DATA",33713,"B100000","Line(03100)", , , , , , ,"77421"
"HOSPC","hospc_2013_DATA",33713,"B100000","Line(03200)", , , , , , ,"412"
"HOSPC","hospc_2013_DATA",33713,"B100000","Line(03400)", , , , , , ,"444"
"HOSPC","hospc_2013_DATA",33713,"B100000","Line(03500)", , , , , , ,"34174"
"HOSPC","hospc_2013_DATA",33713,"B100000","Line(10000)", ,"15151", , , , ,"244419"
