"Entity[34010] Report(G000000)", , , , , ,"Entity[34010] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",34010,"G000000","Line(00100)", ,"860008"
"HOSPC","hospc_2013_DATA",34010,"G000000","Line(00400)", ,"331140"
"HOSPC","hospc_2013_DATA",34010,"G000000","Line(01100)", ,"1191148"
"HOSPC","hospc_2013_DATA",34010,"G000000","Line(01900)", ,"288879"
"HOSPC","hospc_2013_DATA",34010,"G000000","Line(02000)", ,"61724"
"HOSPC","hospc_2013_DATA",34010,"G000000","Line(02700)", ,"227155"
"HOSPC","hospc_2013_DATA",34010,"G000000","Line(03300)", ,"1418303"
"HOSPC","hospc_2013_DATA",34010,"G000000","Line(03400)", ,"57036"
"HOSPC","hospc_2013_DATA",34010,"G000000","Line(03500)", ,"78826"
"HOSPC","hospc_2013_DATA",34010,"G000000","Line(04200)", ,"135862"
"HOSPC","hospc_2013_DATA",34010,"G000000","Line(05000)", ,"135862"
"HOSPC","hospc_2013_DATA",34010,"G000000","Line(05100)", ,"1282441"
"HOSPC","hospc_2013_DATA",34010,"G000000","Line(05800)", ,"1282441"
"Entity[34010] Report(G100000)", , , , , ,"Entity[34010] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",34010,"G100000","Line(00100)", ,"687699"
"HOSPC","hospc_2013_DATA",34010,"G100000","Line(00200)", ,"594742"
"HOSPC","hospc_2013_DATA",34010,"G100000","Line(00300)", ,"1282441"
"HOSPC","hospc_2013_DATA",34010,"G100000","Line(01100)", ,"1282441"
"Entity[34010] Report(G200001)", , , , , ,"Entity[34010] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",34010,"G200001","Line(00100)", ,"2859546"
"HOSPC","hospc_2013_DATA",34010,"G200001","Line(00400)", ,"4418"
"Entity[34010] Report(G200002)", , , , , , ,"Entity[34010] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",34010,"G200002","Line(00100)", , ,"2269222"
"HOSPC","hospc_2013_DATA",34010,"G200002","Line(01500)", , ,"2269222"
