"Entity[34108] Report(B000000)", , , , ,"Entity[34108] Report(B000000[0000])","Entity[34108] Report(B000000[0100])","Entity[34108] Report(B000000[0200])","Entity[34108] Report(B000000[0300])", ,"Entity[34108] Report(B000000[0500])","Entity[34108] Report(B000000[0600])","Entity[34108] Report(B000000[0700])"
"HOSPC","hospc_2013_DATA",34108,"B000000","Line(00100)","15010","15010"
"HOSPC","hospc_2013_DATA",34108,"B000000","Line(00200)","1586", ,"1586"
"HOSPC","hospc_2013_DATA",34108,"B000000","Line(00300)","4315", , ,"4315"
"HOSPC","hospc_2013_DATA",34108,"B000000","Line(00500)", ,"1501","159","432", ,"2092"
"HOSPC","hospc_2013_DATA",34108,"B000000","Line(00600)","133559","6002","634","1726", ,"2092","144013"
"HOSPC","hospc_2013_DATA",34108,"B000000","Line(01000)","6096", , , , , ,"653","6749"
"HOSPC","hospc_2013_DATA",34108,"B000000","Line(01100)","5287", , , , , ,"566","5853"
"HOSPC","hospc_2013_DATA",34108,"B000000","Line(01500)","78865", , , , , ,"8446","87311"
"HOSPC","hospc_2013_DATA",34108,"B000000","Line(01600)","508743","2252","238","647", , ,"54821","566701"
"HOSPC","hospc_2013_DATA",34108,"B000000","Line(02000)","65749","2252","238","647", , ,"7378","76264"
"HOSPC","hospc_2013_DATA",34108,"B000000","Line(02100)","50300", , , , , ,"5387","55687"
"HOSPC","hospc_2013_DATA",34108,"B000000","Line(02400)","240766", , , , , ,"25786","266552"
"HOSPC","hospc_2013_DATA",34108,"B000000","Line(03000)","194649", , , , , ,"20847","215496"
"HOSPC","hospc_2013_DATA",34108,"B000000","Line(03100)","44909", , , , , ,"4810","49719"
"HOSPC","hospc_2013_DATA",34108,"B000000","Line(03200)","6399", , , , , ,"685","7084"
"HOSPC","hospc_2013_DATA",34108,"B000000","Line(03400)","488", , , , , ,"52","540"
"HOSPC","hospc_2013_DATA",34108,"B000000","Line(03500)","22687","2252","238","647", , ,"2766","28590"
"HOSPC","hospc_2013_DATA",34108,"B000000","Line(03900)","1686", , , , , ,"181","1867"
"HOSPC","hospc_2013_DATA",34108,"B000000","Line(05000)","178", , , , , ,"19","197"
"HOSPC","hospc_2013_DATA",34108,"B000000","Line(05100)","16718","751","79","216", , ,"1903","19667"
"HOSPC","hospc_2013_DATA",34108,"B000000","Line(05300)","90688", , , , , ,"9713","100401"
"Entity[34108] Report(B10000*)", , , , , ,"Entity[34108] Report(B10000*[0100])","Entity[34108] Report(B10000*[0200])","Entity[34108] Report(B10000*[0300])","Entity[34108] Report(B10000*[0400])","Entity[34108] Report(B10000*[0500])","Entity[34108] Report(B10000*[0600])"
"HOSPC","hospc_2013_DATA",34108,"B10000*","Line(00100)", ,"CAPITAL","CAPITAL","PLANT","TRANS-","VOLUNT.","ADMINIS-"
"HOSPC","hospc_2013_DATA",34108,"B10000*","Line(00200)", ,"BLDGS &","MOVABLE","OPER. &","PORTAT-","SERVICES","TRATIVE &"
"HOSPC","hospc_2013_DATA",34108,"B10000*","Line(00300)", ,"FIXTURES","EQUIPMENT","MAINT.","ION","COORDI.","GENERAL"
"HOSPC","hospc_2013_DATA",34108,"B10000*","Line(00400)", ,"SQUARE","DOLLAR","SQUARE","MILEAGE","HOURS OF","ACCUM."
"HOSPC","hospc_2013_DATA",34108,"B10000*","Line(00500)", ,"FEET","VALUE","FEET", ,"SERVICE","COSTS"
"Entity[34108] Report(B100000)", , , , , ,"Entity[34108] Report(B100000[0100])","Entity[34108] Report(B100000[0200])","Entity[34108] Report(B100000[0300])", ,"Entity[34108] Report(B100000[0500])","Entity[34108] Report(B100000[0600])"
"HOSPC","hospc_2013_DATA",34108,"B100000","Line(00000)", , , , , , ,"X"
"HOSPC","hospc_2013_DATA",34108,"B100000","Line(00100)", ,"2500"
"HOSPC","hospc_2013_DATA",34108,"B100000","Line(00200)", , ,"2500"
"HOSPC","hospc_2013_DATA",34108,"B100000","Line(00300)", , , ,"2500"
"HOSPC","hospc_2013_DATA",34108,"B100000","Line(00500)", ,"250","250","250", ,"2517"
"HOSPC","hospc_2013_DATA",34108,"B100000","Line(00600)", ,"1000","1000","1000", ,"2517","1344665"
"HOSPC","hospc_2013_DATA",34108,"B100000","Line(01000)", , , , , , ,"6096"
"HOSPC","hospc_2013_DATA",34108,"B100000","Line(01100)", , , , , , ,"5287"
"HOSPC","hospc_2013_DATA",34108,"B100000","Line(01500)", , , , , , ,"78865"
"HOSPC","hospc_2013_DATA",34108,"B100000","Line(01600)", ,"375","375","375", , ,"511880"
"HOSPC","hospc_2013_DATA",34108,"B100000","Line(02000)", ,"375","375","375", , ,"68886"
"HOSPC","hospc_2013_DATA",34108,"B100000","Line(02100)", , , , , , ,"50300"
"HOSPC","hospc_2013_DATA",34108,"B100000","Line(02400)", , , , , , ,"240766"
"HOSPC","hospc_2013_DATA",34108,"B100000","Line(03000)", , , , , , ,"194649"
"HOSPC","hospc_2013_DATA",34108,"B100000","Line(03100)", , , , , , ,"44909"
"HOSPC","hospc_2013_DATA",34108,"B100000","Line(03200)", , , , , , ,"6399"
"HOSPC","hospc_2013_DATA",34108,"B100000","Line(03400)", , , , , , ,"488"
"HOSPC","hospc_2013_DATA",34108,"B100000","Line(03500)", ,"375","375","375", , ,"25824"
"HOSPC","hospc_2013_DATA",34108,"B100000","Line(03900)", , , , , , ,"1686"
"HOSPC","hospc_2013_DATA",34108,"B100000","Line(05000)", , , , , , ,"178"
"HOSPC","hospc_2013_DATA",34108,"B100000","Line(05100)", ,"125","125","125", , ,"17764"
"HOSPC","hospc_2013_DATA",34108,"B100000","Line(05300)", , , , , , ,"90688"
"HOSPC","hospc_2013_DATA",34108,"B100000","Line(10000)", ,"15010","1586","4315", ,"2092"
