"Entity[34006] Report(S000000)", , , , , ,"Entity[34006] Report(S000000[0100])","Entity[34006] Report(S000000[0200])","Entity[34006] Report(S000000[0300])"
"HOSPC","hospc_2013_DATA",34006,"S000000","Line(00100)", ,"1","02/28/2014","N"
"Entity[34006] Report(S100000)", , , , , ,"Entity[34006] Report(S100000[0100])","Entity[34006] Report(S100000[0200])","Entity[34006] Report(S100000[0300])","Entity[34006] Report(S100000[0400])","Entity[34006] Report(S100000[0500])","Entity[34006] Report(S100000[0600])"
"HOSPC","hospc_2013_DATA",34006,"S100000","Line(00100)", ,"HOSPICE OF LITTLE TRAVERSE BAY","761 LAFAYETTE AVE","CHEBOYGAN","MI","49721"
"HOSPC","hospc_2013_DATA",34006,"S100000","Line(00200)", ,"EMMET"
"HOSPC","hospc_2013_DATA",34006,"S100000","Line(00300)", ,"01/12/1982"
"HOSPC","hospc_2013_DATA",34006,"S100000","Line(00400)", ,"05/02/1991","05/21/1991"
"HOSPC","hospc_2013_DATA",34006,"S100000","Line(00500)", ,"10/01/2012","09/30/2013"
"HOSPC","hospc_2013_DATA",34006,"S100000","Line(00600)", ,"231541"
"HOSPC","hospc_2013_DATA",34006,"S100000","Line(00700)", ,"2"
"HOSPC","hospc_2013_DATA",34006,"S100000","Line(00900)", ,"17559","130","989","272","777","18466"
"HOSPC","hospc_2013_DATA",34006,"S100000","Line(01000)", ,"47","4","20", ,"7","58"
"HOSPC","hospc_2013_DATA",34006,"S100000","Line(01100)", ,"139","17","47","1","15","171"
"HOSPC","hospc_2013_DATA",34006,"S100000","Line(01200)", ,"17745","151","1056","273","799","18695"
"HOSPC","hospc_2013_DATA",34006,"S100000","Line(01300)", ,"339","13","53","2","27","379"
"HOSPC","hospc_2013_DATA",34006,"S100000","Line(01500)", ,"52","12","20","137","30","49"
"HOSPC","hospc_2013_DATA",34006,"S100000","Line(01600)", ,"292","13","53","2","25","330"
