"Entity[34042] Report(G000000)", , , , , ,"Entity[34042] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",34042,"G000000","Line(00100)", ,"218729"
"HOSPC","hospc_2013_DATA",34042,"G000000","Line(00400)", ,"359126"
"HOSPC","hospc_2013_DATA",34042,"G000000","Line(00500)", ,"-129997"
"HOSPC","hospc_2013_DATA",34042,"G000000","Line(01100)", ,"447858"
"HOSPC","hospc_2013_DATA",34042,"G000000","Line(01500)", ,"5905"
"HOSPC","hospc_2013_DATA",34042,"G000000","Line(01600)", ,"1887"
"HOSPC","hospc_2013_DATA",34042,"G000000","Line(01900)", ,"160622"
"HOSPC","hospc_2013_DATA",34042,"G000000","Line(02000)", ,"122568"
"HOSPC","hospc_2013_DATA",34042,"G000000","Line(02700)", ,"42072"
"HOSPC","hospc_2013_DATA",34042,"G000000","Line(03300)", ,"489930"
"HOSPC","hospc_2013_DATA",34042,"G000000","Line(03400)", ,"131592"
"HOSPC","hospc_2013_DATA",34042,"G000000","Line(03500)", ,"71549"
"HOSPC","hospc_2013_DATA",34042,"G000000","Line(04000)", ,"5535"
"HOSPC","hospc_2013_DATA",34042,"G000000","Line(04200)", ,"208676"
"HOSPC","hospc_2013_DATA",34042,"G000000","Line(05000)", ,"208676"
"HOSPC","hospc_2013_DATA",34042,"G000000","Line(05100)", ,"281254"
"HOSPC","hospc_2013_DATA",34042,"G000000","Line(05800)", ,"281254"
"Entity[34042] Report(G100000)", , , , , ,"Entity[34042] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",34042,"G100000","Line(00100)", ,"477951"
"HOSPC","hospc_2013_DATA",34042,"G100000","Line(00200)", ,"515979"
"HOSPC","hospc_2013_DATA",34042,"G100000","Line(00300)", ,"993930"
"HOSPC","hospc_2013_DATA",34042,"G100000","Line(01100)", ,"993930"
"HOSPC","hospc_2013_DATA",34042,"G100000","Line(01200)", ,"712676"
"HOSPC","hospc_2013_DATA",34042,"G100000","Line(01800)", ,"712676"
"Entity[34042] Report(G200001)", , , , , ,"Entity[34042] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",34042,"G200001","Line(00400)", ,"2857094"
"Entity[34042] Report(G200002)", , , , , , ,"Entity[34042] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",34042,"G200002","Line(00100)", , ,"2341115"
"HOSPC","hospc_2013_DATA",34042,"G200002","Line(01500)", , ,"2341115"
