"Entity[34062] Report(B000000)", , , , ,"Entity[34062] Report(B000000[0000])","Entity[34062] Report(B000000[0100])","Entity[34062] Report(B000000[0200])", , ,"Entity[34062] Report(B000000[0500])","Entity[34062] Report(B000000[0600])","Entity[34062] Report(B000000[0700])"
"HOSPC","hospc_2013_DATA",34062,"B000000","Line(00100)","17314","17314"
"HOSPC","hospc_2013_DATA",34062,"B000000","Line(00200)","4279", ,"4279"
"HOSPC","hospc_2013_DATA",34062,"B000000","Line(00500)","44242", , , , ,"44242"
"HOSPC","hospc_2013_DATA",34062,"B000000","Line(00600)","121951","17314","4279", , ,"44242","187786"
"HOSPC","hospc_2013_DATA",34062,"B000000","Line(01000)","2389", , , , , ,"914","3303"
"HOSPC","hospc_2013_DATA",34062,"B000000","Line(01100)","694", , , , , ,"266","960"
"HOSPC","hospc_2013_DATA",34062,"B000000","Line(01500)","65600", , , , , ,"25109","90709"
"HOSPC","hospc_2013_DATA",34062,"B000000","Line(01600)","134161", , , , , ,"51349","185510"
"HOSPC","hospc_2013_DATA",34062,"B000000","Line(02000)","53918", , , , , ,"20637","74555"
"HOSPC","hospc_2013_DATA",34062,"B000000","Line(02100)","56140", , , , , ,"21488","77628"
"HOSPC","hospc_2013_DATA",34062,"B000000","Line(02400)","44297", , , , , ,"16955","61252"
"HOSPC","hospc_2013_DATA",34062,"B000000","Line(03000)","27760", , , , , ,"10625","38385"
"HOSPC","hospc_2013_DATA",34062,"B000000","Line(03100)","22894", , , , , ,"8763","31657"
"HOSPC","hospc_2013_DATA",34062,"B000000","Line(03200)","1387", , , , , ,"531","1918"
"HOSPC","hospc_2013_DATA",34062,"B000000","Line(03300)","62", , , , , ,"24","86"
"HOSPC","hospc_2013_DATA",34062,"B000000","Line(03400)","208", , , , , ,"80","288"
"HOSPC","hospc_2013_DATA",34062,"B000000","Line(03500)","11545", , , , , ,"4419","15964"
"HOSPC","hospc_2013_DATA",34062,"B000000","Line(03600)","1681", , , , , ,"643","2324"
"HOSPC","hospc_2013_DATA",34062,"B000000","Line(03900)","3888", , , , , ,"1488","5376"
"HOSPC","hospc_2013_DATA",34062,"B000000","Line(05000)","203", , , , , ,"78","281"
"HOSPC","hospc_2013_DATA",34062,"B000000","Line(05100)","59", , , , , ,"23","82"
"HOSPC","hospc_2013_DATA",34062,"B000000","Line(05200)","4", , , , , ,"2","6"
"HOSPC","hospc_2013_DATA",34062,"B000000","Line(05300)","63726", , , , , ,"24392","88118"
"Entity[34062] Report(B10000*)", , , , , ,"Entity[34062] Report(B10000*[0100])","Entity[34062] Report(B10000*[0200])","Entity[34062] Report(B10000*[0300])","Entity[34062] Report(B10000*[0400])","Entity[34062] Report(B10000*[0500])","Entity[34062] Report(B10000*[0600])"
"HOSPC","hospc_2013_DATA",34062,"B10000*","Line(00100)", ,"CAPITAL","CAPITAL","PLANT","TRANS-","VOLUNT.","ADMINIS-"
"HOSPC","hospc_2013_DATA",34062,"B10000*","Line(00200)", ,"BLDGS &","MOVABLE","OPER. &","PORTAT-","SERVICES","TRATIVE &"
