"Entity[33661] Report(B000000)", , , , ,"Entity[33661] Report(B000000[0000])", , , , , ,"Entity[33661] Report(B000000[0600])","Entity[33661] Report(B000000[0700])"
"HOSPC","hospc_2013_DATA",33661,"B000000","Line(00600)","48760", , , , , ,"48760"
"HOSPC","hospc_2013_DATA",33661,"B000000","Line(01600)","60034", , , , , ,"11716","71750"
"HOSPC","hospc_2013_DATA",33661,"B000000","Line(02000)","16046", , , , , ,"3131","19177"
"HOSPC","hospc_2013_DATA",33661,"B000000","Line(02400)","17577", , , , , ,"3430","21007"
"HOSPC","hospc_2013_DATA",33661,"B000000","Line(02500)","156194", , , , , ,"30483","186677"
"Entity[33661] Report(B10000*)", , , , , ,"Entity[33661] Report(B10000*[0100])","Entity[33661] Report(B10000*[0200])","Entity[33661] Report(B10000*[0300])","Entity[33661] Report(B10000*[0400])","Entity[33661] Report(B10000*[0500])","Entity[33661] Report(B10000*[0600])"
"HOSPC","hospc_2013_DATA",33661,"B10000*","Line(00100)", ,"CAPITAL","CAPITAL","PLANT","TRANS-","VOLUNT.","ADMINIS-"
"HOSPC","hospc_2013_DATA",33661,"B10000*","Line(00200)", ,"BLDGS &","MOVABLE","OPER. &","PORTAT-","SERVICES","TRATIVE &"
"HOSPC","hospc_2013_DATA",33661,"B10000*","Line(00300)", ,"FIXTURES","EQUIPMENT","MAINT.","ION","COORDI.","GENERAL"
"HOSPC","hospc_2013_DATA",33661,"B10000*","Line(00400)", ,"SQUARE","DOLLAR","SQUARE","MILEAGE","HOURS","ACCUM."
"HOSPC","hospc_2013_DATA",33661,"B10000*","Line(00500)", ,"FEET","VALUE","FEET", ,"SERVICE","COSTS"
"Entity[33661] Report(B100000)", , , , , , , , , , ,"Entity[33661] Report(B100000[0600])"
"HOSPC","hospc_2013_DATA",33661,"B100000","Line(00000)", , , , , , ,"X"
"HOSPC","hospc_2013_DATA",33661,"B100000","Line(00600)", , , , , , ,"249851"
"HOSPC","hospc_2013_DATA",33661,"B100000","Line(01600)", , , , , , ,"60034"
"HOSPC","hospc_2013_DATA",33661,"B100000","Line(02000)", , , , , , ,"16046"
"HOSPC","hospc_2013_DATA",33661,"B100000","Line(02400)", , , , , , ,"17577"
"HOSPC","hospc_2013_DATA",33661,"B100000","Line(02500)", , , , , , ,"156194"
"HOSPC","hospc_2013_DATA",33661,"B100000","Line(10000)", , , , , , ,"48760"
