"Entity[33085] Report(G000000)", , , , , ,"Entity[33085] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",33085,"G000000","Line(00100)", ,"168901"
"HOSPC","hospc_2013_DATA",33085,"G000000","Line(00400)", ,"5636"
"HOSPC","hospc_2013_DATA",33085,"G000000","Line(01100)", ,"174537"
"HOSPC","hospc_2013_DATA",33085,"G000000","Line(02300)", ,"2032"
"HOSPC","hospc_2013_DATA",33085,"G000000","Line(02400)", ,"407"
"HOSPC","hospc_2013_DATA",33085,"G000000","Line(02700)", ,"1625"
"HOSPC","hospc_2013_DATA",33085,"G000000","Line(02900)", ,"3850"
"HOSPC","hospc_2013_DATA",33085,"G000000","Line(03100)", ,"250000"
"HOSPC","hospc_2013_DATA",33085,"G000000","Line(03200)", ,"253850"
"HOSPC","hospc_2013_DATA",33085,"G000000","Line(03300)", ,"430012"
"HOSPC","hospc_2013_DATA",33085,"G000000","Line(03400)", ,"60138"
"HOSPC","hospc_2013_DATA",33085,"G000000","Line(03500)", ,"18782"
"HOSPC","hospc_2013_DATA",33085,"G000000","Line(03700)", ,"625000"
"HOSPC","hospc_2013_DATA",33085,"G000000","Line(04100)", ,"7435"
"HOSPC","hospc_2013_DATA",33085,"G000000","Line(04200)", ,"711355"
"HOSPC","hospc_2013_DATA",33085,"G000000","Line(05000)", ,"711355"
"HOSPC","hospc_2013_DATA",33085,"G000000","Line(05100)", ,"-281343"
"HOSPC","hospc_2013_DATA",33085,"G000000","Line(05800)", ,"-281343"
"Entity[33085] Report(G100000)", , , , , ,"Entity[33085] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",33085,"G100000","Line(00100)", ,"-169825"
"HOSPC","hospc_2013_DATA",33085,"G100000","Line(00200)", ,"-111518"
"HOSPC","hospc_2013_DATA",33085,"G100000","Line(00300)", ,"-281343"
"HOSPC","hospc_2013_DATA",33085,"G100000","Line(01100)", ,"-281343"
"Entity[33085] Report(G200001)", , , , , ,"Entity[33085] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",33085,"G200001","Line(00300)", ,"5636"
"Entity[33085] Report(G200002)", , , , , , ,"Entity[33085] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",33085,"G200002","Line(00100)", , ,"117154"
"HOSPC","hospc_2013_DATA",33085,"G200002","Line(01500)", , ,"117154"
