"Entity[34028] Report(G000000)", , , , , ,"Entity[34028] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",34028,"G000000","Line(00100)", ,"2070885"
"HOSPC","hospc_2013_DATA",34028,"G000000","Line(00200)", ,"653671"
"HOSPC","hospc_2013_DATA",34028,"G000000","Line(00400)", ,"1511800"
"HOSPC","hospc_2013_DATA",34028,"G000000","Line(00800)", ,"12579"
"HOSPC","hospc_2013_DATA",34028,"G000000","Line(01100)", ,"4248935"
"HOSPC","hospc_2013_DATA",34028,"G000000","Line(01200)", ,"88704"
"HOSPC","hospc_2013_DATA",34028,"G000000","Line(01900)", ,"142094"
"HOSPC","hospc_2013_DATA",34028,"G000000","Line(02000)", ,"259221"
"HOSPC","hospc_2013_DATA",34028,"G000000","Line(02100)", ,"14446"
"HOSPC","hospc_2013_DATA",34028,"G000000","Line(02600)", ,"153992"
"HOSPC","hospc_2013_DATA",34028,"G000000","Line(02700)", ,"140015"
"HOSPC","hospc_2013_DATA",34028,"G000000","Line(02900)", ,"13706"
"HOSPC","hospc_2013_DATA",34028,"G000000","Line(03200)", ,"13706"
"HOSPC","hospc_2013_DATA",34028,"G000000","Line(03300)", ,"4402656"
"HOSPC","hospc_2013_DATA",34028,"G000000","Line(03400)", ,"446711"
"HOSPC","hospc_2013_DATA",34028,"G000000","Line(04200)", ,"446711"
"HOSPC","hospc_2013_DATA",34028,"G000000","Line(05100)", ,"3955945"
"Entity[34028] Report(G100000)", , , , ,"Entity[34028] Report(G100000[0000])","Entity[34028] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",34028,"G100000","Line(00100)", ,"4209327"
"HOSPC","hospc_2013_DATA",34028,"G100000","Line(00200)", ,"-253382"
"HOSPC","hospc_2013_DATA",34028,"G100000","Line(00300)", ,"3955945"
"HOSPC","hospc_2013_DATA",34028,"G100000","Line(00400)","ADDITIONS (CREDIT ADJUSTMENTS)(SP"
"HOSPC","hospc_2013_DATA",34028,"G100000","Line(01100)", ,"3955945"
"HOSPC","hospc_2013_DATA",34028,"G100000","Line(01200)","DEDUCTIONS (DEBIT ADJUSTMENTS)(SP"
"Entity[34028] Report(G200001)", , , , , ,"Entity[34028] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",34028,"G200001","Line(00100)", ,"11462654"
"HOSPC","hospc_2013_DATA",34028,"G200001","Line(00400)", ,"105048"
"Entity[34028] Report(G200002)", , , , , ,"Entity[34028] Report(G200002[0100])","Entity[34028] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",34028,"G200002","Line(00100)", , ,"11522240"
"HOSPC","hospc_2013_DATA",34028,"G200002","Line(00300)", ,"298844"
"HOSPC","hospc_2013_DATA",34028,"G200002","Line(00800)", , ,"298844"
"HOSPC","hospc_2013_DATA",34028,"G200002","Line(01500)", , ,"11821084"
