"Entity[33976] Report(D000000)", , , , , ,"Entity[33976] Report(D000000[0100])","Entity[33976] Report(D000000[0200])","Entity[33976] Report(D000000[0300])","Entity[33976] Report(D000000[0400])"
"HOSPC","hospc_2013_DATA",33976,"D000000","Line(00100)", , , , ,"1234857"
"HOSPC","hospc_2013_DATA",33976,"D000000","Line(00200)", , , , ,"10214"
"HOSPC","hospc_2013_DATA",33976,"D000000","Line(00300)", , , , ,"121"
"HOSPC","hospc_2013_DATA",33976,"D000000","Line(00400)", ,"9349"
"HOSPC","hospc_2013_DATA",33976,"D000000","Line(00500)", ,"1130294"
"HOSPC","hospc_2013_DATA",33976,"D000000","Line(00600)", , ,"101"
"HOSPC","hospc_2013_DATA",33976,"D000000","Line(00700)", , ,"12211"
"HOSPC","hospc_2013_DATA",33976,"D000000","Line(00800)", ,"3392"
"HOSPC","hospc_2013_DATA",33976,"D000000","Line(00900)", ,"410093"
"HOSPC","hospc_2013_DATA",33976,"D000000","Line(01200)", , , ,"764"
