"-------------","-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 36387","G000000 ","-------------","-------------","-----------",""
"-------------","-------------","-------------", ,"","Assets","General","Purpose","Endowment","Plant", , 
"-------------","-------------","-------------", ,"","(Omit cents)","Fund","Fund","Fund","Fund", , 
"-------------","-------------","-------------", ,"","","1","2","3","4", , 
"-------------","-------------","-------------", ,"","CURRENT  ASSETS","","","","", , 
 , , , , , , , , , , , 
"Entity[36387] Report(G000000)", , , , , ,"Entity[36387] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",36387,"G000000","Line(00100)", ,"90229"
"HOSPC","hospc_2013_DATA",36387,"G000000","Line(00400)", ,"413517"
"HOSPC","hospc_2013_DATA",36387,"G000000","Line(00500)", ,"4163"
"HOSPC","hospc_2013_DATA",36387,"G000000","Line(00600)", ,"2646"
"HOSPC","hospc_2013_DATA",36387,"G000000","Line(00800)", ,"22307"
"HOSPC","hospc_2013_DATA",36387,"G000000","Line(01100)", ,"527570"
"HOSPC","hospc_2013_DATA",36387,"G000000","Line(02300)", ,"155513"
"HOSPC","hospc_2013_DATA",36387,"G000000","Line(02400)", ,"90947"
"HOSPC","hospc_2013_DATA",36387,"G000000","Line(02700)", ,"64566"
"HOSPC","hospc_2013_DATA",36387,"G000000","Line(03100)", ,"1170675"
"HOSPC","hospc_2013_DATA",36387,"G000000","Line(03200)", ,"1170675"
"HOSPC","hospc_2013_DATA",36387,"G000000","Line(03300)", ,"1762811"
"HOSPC","hospc_2013_DATA",36387,"G000000","Line(03400)", ,"71112"
"HOSPC","hospc_2013_DATA",36387,"G000000","Line(03500)", ,"88686"
"HOSPC","hospc_2013_DATA",36387,"G000000","Line(03600)", ,"3916"
"HOSPC","hospc_2013_DATA",36387,"G000000","Line(04100)", ,"62114"
"HOSPC","hospc_2013_DATA",36387,"G000000","Line(04200)", ,"225828"
"HOSPC","hospc_2013_DATA",36387,"G000000","Line(05100)", ,"1536983"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"-------------","-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 36387","G100000 ","-------------","-------------","-----------",""
"-------------","-------------","-------------", ,"","","","GENERAL ","SPECIFIC ","ENDOWMENT","PLANT  FUND", 
"-------------","-------------","-------------", ,"","","","FUND","PURPOSE  FUND","FUND","", 
"-------------","-------------","-------------", ,"","","","1","2","3","4", 
 , , , , , , , , , , , 
"Entity[36387] Report(G100000)", , , , ,"Entity[36387] Report(G100000[0000])","Entity[36387] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",36387,"G100000","Line(00100)", ,"1613172"
"HOSPC","hospc_2013_DATA",36387,"G100000","Line(00200)", ,"-76189"
"HOSPC","hospc_2013_DATA",36387,"G100000","Line(00300)", ,"1536983"
"HOSPC","hospc_2013_DATA",36387,"G100000","Line(00400)","ADDITIONS (CREDIT ADJUSTMENTS)(SPEC"
"HOSPC","hospc_2013_DATA",36387,"G100000","Line(01100)", ,"1536983"
"HOSPC","hospc_2013_DATA",36387,"G100000","Line(01200)","DEDUCTIONS (DEBIT ADJUSTMENTS)(SPEC"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"-------------","-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 36387","G200002 ","-------------","-------------","-----------",""
"-------------","-------------","-------------", ,"","PART II - OPERATING EXPENSES", , , , , , 
 , , , , , , , , , , , 
"Entity[36387] Report(G200002)", , , , ,"Entity[36387] Report(G200002[0000])","Entity[36387] Report(G200002[0100])","Entity[36387] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",36387,"G200002","Line(00100)", , ,"2275314"
"HOSPC","hospc_2013_DATA",36387,"G200002","Line(00900)","HOSPICE REVENUE","2198951"
"HOSPC","hospc_2013_DATA",36387,"G200002","Line(01000)","INTEREST INCOME","154"
"HOSPC","hospc_2013_DATA",36387,"G200002","Line(01100)","COPY FEES","20"
"HOSPC","hospc_2013_DATA",36387,"G200002","Line(01400)", , ,"2199125"
"HOSPC","hospc_2013_DATA",36387,"G200002","Line(01500)", , ,"76189"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
