"Entity[34016] Report(G000000)", , , , , ,"Entity[34016] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",34016,"G000000","Line(00100)", ,"15028"
"HOSPC","hospc_2013_DATA",34016,"G000000","Line(00400)", ,"13960"
"HOSPC","hospc_2013_DATA",34016,"G000000","Line(00800)", ,"1840"
"HOSPC","hospc_2013_DATA",34016,"G000000","Line(00900)", ,"348"
"HOSPC","hospc_2013_DATA",34016,"G000000","Line(01100)", ,"31176"
"HOSPC","hospc_2013_DATA",34016,"G000000","Line(01900)", ,"1540"
"HOSPC","hospc_2013_DATA",34016,"G000000","Line(02000)", ,"1540"
"HOSPC","hospc_2013_DATA",34016,"G000000","Line(02600)", ,"3681"
"HOSPC","hospc_2013_DATA",34016,"G000000","Line(02700)", ,"3681"
"HOSPC","hospc_2013_DATA",34016,"G000000","Line(03300)", ,"34857"
"HOSPC","hospc_2013_DATA",34016,"G000000","Line(04100)", ,"80190"
"HOSPC","hospc_2013_DATA",34016,"G000000","Line(04200)", ,"80190"
"HOSPC","hospc_2013_DATA",34016,"G000000","Line(05000)", ,"80190"
"HOSPC","hospc_2013_DATA",34016,"G000000","Line(05100)", ,"-45333"
"HOSPC","hospc_2013_DATA",34016,"G000000","Line(05800)", ,"-45333"
"Entity[34016] Report(G100000)", , , , , ,"Entity[34016] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",34016,"G100000","Line(00100)", ,"-55018"
"HOSPC","hospc_2013_DATA",34016,"G100000","Line(00200)", ,"9685"
"HOSPC","hospc_2013_DATA",34016,"G100000","Line(00300)", ,"-45333"
"HOSPC","hospc_2013_DATA",34016,"G100000","Line(01100)", ,"-45333"
"Entity[34016] Report(G200001)", , , , , ,"Entity[34016] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",34016,"G200001","Line(00400)", ,"318965"
"Entity[34016] Report(G200002)", , , , , , ,"Entity[34016] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",34016,"G200002","Line(00100)", , ,"309280"
"HOSPC","hospc_2013_DATA",34016,"G200002","Line(01500)", , ,"309280"
