"Entity[33868] Report(D000000)", , , , , ,"Entity[33868] Report(D000000[0100])","Entity[33868] Report(D000000[0200])","Entity[33868] Report(D000000[0300])","Entity[33868] Report(D000000[0400])"
"HOSPC","hospc_2013_DATA",33868,"D000000","Line(00100)", , , , ,"14106715"
"HOSPC","hospc_2013_DATA",33868,"D000000","Line(00200)", , , , ,"53255"
"HOSPC","hospc_2013_DATA",33868,"D000000","Line(00300)", , , , ,"265"
"HOSPC","hospc_2013_DATA",33868,"D000000","Line(00400)", ,"48512"
"HOSPC","hospc_2013_DATA",33868,"D000000","Line(00500)", ,"12850344"
"HOSPC","hospc_2013_DATA",33868,"D000000","Line(00600)", , ,"1064"
"HOSPC","hospc_2013_DATA",33868,"D000000","Line(00700)", , ,"281843"
"HOSPC","hospc_2013_DATA",33868,"D000000","Line(00800)", ,"6707"
"HOSPC","hospc_2013_DATA",33868,"D000000","Line(00900)", ,"1776617"
"HOSPC","hospc_2013_DATA",33868,"D000000","Line(01000)", , ,"19"
"HOSPC","hospc_2013_DATA",33868,"D000000","Line(01100)", , ,"5033"
"HOSPC","hospc_2013_DATA",33868,"D000000","Line(01200)", , , ,"3679"
