"Entity[33858] Report(B000000)", , , , ,"Entity[33858] Report(B000000[0000])","Entity[33858] Report(B000000[0100])","Entity[33858] Report(B000000[0200])","Entity[33858] Report(B000000[0300])", ,"Entity[33858] Report(B000000[0500])","Entity[33858] Report(B000000[0600])","Entity[33858] Report(B000000[0700])"
"HOSPC","hospc_2013_DATA",33858,"B000000","Line(00100)","216630","216630"
"HOSPC","hospc_2013_DATA",33858,"B000000","Line(00200)","16410", ,"16410"
"HOSPC","hospc_2013_DATA",33858,"B000000","Line(00300)","210343","4744","359","215446"
"HOSPC","hospc_2013_DATA",33858,"B000000","Line(00500)","50121","1066","81","1084", ,"52352"
"HOSPC","hospc_2013_DATA",33858,"B100000","Line(00200)", , ,"28446"
"HOSPC","hospc_2013_DATA",33858,"B100000","Line(00300)", ,"623","623","27823"
"HOSPC","hospc_2013_DATA",33858,"B100000","Line(00400)", , , , ,"63121"
"HOSPC","hospc_2013_DATA",33858,"B100000","Line(00500)", ,"140","140","140", ,"8383"
"HOSPC","hospc_2013_DATA",33858,"B100000","Line(00600)", ,"8441","8441","8441","645","1911","3456871"
"HOSPC","hospc_2013_DATA",33858,"B100000","Line(01000)", ,"17791","17791","17791", , ,"1338879"
"HOSPC","hospc_2013_DATA",33858,"B100000","Line(01100)", , , , , , ,"67364"
"HOSPC","hospc_2013_DATA",33858,"B100000","Line(01500)", , , , , , ,"70932"
"HOSPC","hospc_2013_DATA",33858,"B100000","Line(01600)", ,"540","540","540","56086","6273","1144617"
"HOSPC","hospc_2013_DATA",33858,"B100000","Line(01700)", , , , , , ,"12355"
"HOSPC","hospc_2013_DATA",33858,"B100000","Line(01900)", , , , , , ,"1711"
"HOSPC","hospc_2013_DATA",33858,"B100000","Line(02000)", ,"180","180","180","3624", ,"123581"
"HOSPC","hospc_2013_DATA",33858,"B100000","Line(02100)", ,"380","380","380","2750", ,"115736"
"HOSPC","hospc_2013_DATA",33858,"B100000","Line(03000)", , , , , , ,"228506"
"HOSPC","hospc_2013_DATA",33858,"B100000","Line(03100)", , , , , , ,"214912"
"HOSPC","hospc_2013_DATA",33858,"B100000","Line(03200)", , , , , , ,"51979"
"HOSPC","hospc_2013_DATA",33858,"B100000","Line(03300)", , , , , , ,"840"
"HOSPC","hospc_2013_DATA",33858,"B100000","Line(03400)", , , , , , ,"1644"
"HOSPC","hospc_2013_DATA",33858,"B100000","Line(03500)", ,"251","251","251", , ,"4000"
"HOSPC","hospc_2013_DATA",33858,"B100000","Line(03600)", , , , , , ,"16"
"HOSPC","hospc_2013_DATA",33858,"B100000","Line(03900)", , , , , , ,"1167"
"HOSPC","hospc_2013_DATA",33858,"B100000","Line(05000)", ,"100","100","100", , ,"51271"
"HOSPC","hospc_2013_DATA",33858,"B100000","Line(05100)", , , , ,"16"
"HOSPC","hospc_2013_DATA",33858,"B100000","Line(05200)", , , , , ,"199","27361"
"HOSPC","hospc_2013_DATA",33858,"B100000","Line(10000)", ,"216630","16410","215446", ,"52352"
