"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 35170","S000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"use only","","  [  ]  Desk Reviewed","","","","Intermediary No.","","[  ] Final", , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[35170] Report(S000000[0100])","Entity[35170] Report(S000000[0200])","Entity[35170] Report(S000000[0300])", , , , , , , , , , , , 
"hospc_2013_DATA",35170,"S000000","Line(00100)", ,"1","05/29/2014","N", , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 35170","S100000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"1","Name:","","","","Address:","","","City:","State:","Zip Code:     ","1", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[35170] Report(S100000[0100])","Entity[35170] Report(S100000[0200])","Entity[35170] Report(S100000[0300])","Entity[35170] Report(S100000[0400])","Entity[35170] Report(S100000[0500])","Entity[35170] Report(S100000[0600])", , , , , , , , , 
"hospc_2013_DATA",35170,"S100000","Line(00100)", ,"SSM HOSPICE OF THE GOOD SAMARITAN","605 N. 12TH STREET","MT. VERNON","IL","62864", , , , , , , , , , 
"hospc_2013_DATA",35170,"S100000","Line(00200)", ,"JEFFERSON", , , , , , , , , , , , , , 
"hospc_2013_DATA",35170,"S100000","Line(00300)", ,"11/09/1989", , , , , , , , , , , , , , 
"hospc_2013_DATA",35170,"S100000","Line(00400)", ,"11/09/1989","11/09/1989", , , , , , , , , , , , , 
"hospc_2013_DATA",35170,"S100000","Line(00500)", ,"01/01/2013","12/31/2013", , , , , , , , , , , , , 
"hospc_2013_DATA",35170,"S100000","Line(00600)", ,"141530", , , , , , , , , , , , , , 
"hospc_2013_DATA",35170,"S100000","Line(00700)", ,"1", , , , , , , , , , , , , , 
"hospc_2013_DATA",35170,"S100000","Line(00900)", ,"13694","54","2610", ,"486","14234", , , , , , , , , 
"hospc_2013_DATA",35170,"S100000","Line(01000)", ,"40", , , ,"5","45", , , , , , , , , 
"hospc_2013_DATA",35170,"S100000","Line(01100)", ,"57", , , ,"6","63", , , , , , , , , 
"hospc_2013_DATA",35170,"S100000","Line(01200)", ,"13791","54","2610", ,"497","14342", , , , , , , , , 
"hospc_2013_DATA",35170,"S100000","Line(01300)", ,"302","23","58", ,"34","359", , , , , , , , , 
"hospc_2013_DATA",35170,"S100000","Line(01500)", ,"46","2","45", ,"15","40", , , , , , , , , 
"hospc_2013_DATA",35170,"S100000","Line(01600)", ,"302","23","58", ,"34","359", , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
