"Entity[34007] Report(G000000)", , , , , ,"Entity[34007] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",34007,"G000000","Line(00100)", ,"1256622"
"HOSPC","hospc_2013_DATA",34007,"G000000","Line(00400)", ,"1432451"
"HOSPC","hospc_2013_DATA",34007,"G000000","Line(00500)", ,"538599"
"HOSPC","hospc_2013_DATA",34007,"G000000","Line(00700)", ,"4212"
"HOSPC","hospc_2013_DATA",34007,"G000000","Line(00800)", ,"41873"
"HOSPC","hospc_2013_DATA",34007,"G000000","Line(01100)", ,"3273757"
"HOSPC","hospc_2013_DATA",34007,"G000000","Line(02300)", ,"686658"
"HOSPC","hospc_2013_DATA",34007,"G000000","Line(02700)", ,"686658"
"HOSPC","hospc_2013_DATA",34007,"G000000","Line(03300)", ,"3960415"
"HOSPC","hospc_2013_DATA",34007,"G000000","Line(03400)", ,"191587"
"HOSPC","hospc_2013_DATA",34007,"G000000","Line(03500)", ,"153464"
"HOSPC","hospc_2013_DATA",34007,"G000000","Line(03600)", ,"61690"
"HOSPC","hospc_2013_DATA",34007,"G000000","Line(03800)", ,"24264"
"HOSPC","hospc_2013_DATA",34007,"G000000","Line(04100)", ,"40470"
"HOSPC","hospc_2013_DATA",34007,"G000000","Line(04200)", ,"471475"
"HOSPC","hospc_2013_DATA",34007,"G000000","Line(04700)", ,"205671"
"HOSPC","hospc_2013_DATA",34007,"G000000","Line(04900)", ,"205671"
"HOSPC","hospc_2013_DATA",34007,"G000000","Line(05000)", ,"677146"
"HOSPC","hospc_2013_DATA",34007,"G000000","Line(05100)", ,"3014420"
"HOSPC","hospc_2013_DATA",34007,"G000000","Line(05800)", ,"3014420"
"Entity[34007] Report(G100000)", , , , , ,"Entity[34007] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",34007,"G100000","Line(00100)", ,"3116749"
"HOSPC","hospc_2013_DATA",34007,"G100000","Line(00200)", ,"-102329"
"HOSPC","hospc_2013_DATA",34007,"G100000","Line(00300)", ,"3014420"
"HOSPC","hospc_2013_DATA",34007,"G100000","Line(01100)", ,"3014420"
"Entity[34007] Report(G200001)", , , , , ,"Entity[34007] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",34007,"G200001","Line(00400)", ,"5931715"
"HOSPC","hospc_2013_DATA",34007,"G200001","Line(00500)", ,"8453"
"Entity[34007] Report(G200002)", , , , , , ,"Entity[34007] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",34007,"G200002","Line(00100)", , ,"6034044"
"HOSPC","hospc_2013_DATA",34007,"G200002","Line(01500)", , ,"6034044"
