"Entity[33659] Report(D000000)", , , , , ,"Entity[33659] Report(D000000[0100])","Entity[33659] Report(D000000[0200])","Entity[33659] Report(D000000[0300])","Entity[33659] Report(D000000[0400])"
"HOSPC","hospc_2013_DATA",33659,"D000000","Line(00100)", , , , ,"1206330"
"HOSPC","hospc_2013_DATA",33659,"D000000","Line(00200)", , , , ,"8632"
"HOSPC","hospc_2013_DATA",33659,"D000000","Line(00300)", , , , ,"140"
"HOSPC","hospc_2013_DATA",33659,"D000000","Line(00400)", ,"7665"
"HOSPC","hospc_2013_DATA",33659,"D000000","Line(00500)", ,"1071184"
"HOSPC","hospc_2013_DATA",33659,"D000000","Line(00600)", , ,"372"
"HOSPC","hospc_2013_DATA",33659,"D000000","Line(00700)", , ,"51987"
"HOSPC","hospc_2013_DATA",33659,"D000000","Line(00800)", ,"2523"
"HOSPC","hospc_2013_DATA",33659,"D000000","Line(00900)", ,"352589"
"HOSPC","hospc_2013_DATA",33659,"D000000","Line(01000)", , ,"62"
"HOSPC","hospc_2013_DATA",33659,"D000000","Line(01100)", , ,"8665"
"HOSPC","hospc_2013_DATA",33659,"D000000","Line(01200)", , , ,"595"
