"Entity[33836] Report(G000000)", , , , , ,"Entity[33836] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",33836,"G000000","Line(00400)", ,"332866"
"HOSPC","hospc_2013_DATA",33836,"G000000","Line(00600)", ,"15173"
"HOSPC","hospc_2013_DATA",33836,"G000000","Line(01100)", ,"317693"
"HOSPC","hospc_2013_DATA",33836,"G000000","Line(01900)", ,"29787"
"HOSPC","hospc_2013_DATA",33836,"G000000","Line(02000)", ,"11345"
"HOSPC","hospc_2013_DATA",33836,"G000000","Line(02700)", ,"18442"
"HOSPC","hospc_2013_DATA",33836,"G000000","Line(03300)", ,"336135"
"HOSPC","hospc_2013_DATA",33836,"G000000","Line(03400)", ,"4141"
"HOSPC","hospc_2013_DATA",33836,"G000000","Line(03500)", ,"105053"
"HOSPC","hospc_2013_DATA",33836,"G000000","Line(04000)", ,"91373"
"HOSPC","hospc_2013_DATA",33836,"G000000","Line(04200)", ,"200567"
"HOSPC","hospc_2013_DATA",33836,"G000000","Line(05000)", ,"200567"
"HOSPC","hospc_2013_DATA",33836,"G000000","Line(05100)", ,"135568"
"HOSPC","hospc_2013_DATA",33836,"G000000","Line(05800)", ,"135568"
"Entity[33836] Report(G100000)", , , , , ,"Entity[33836] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",33836,"G100000","Line(00100)", ,"40677"
"HOSPC","hospc_2013_DATA",33836,"G100000","Line(00200)", ,"108013"
"HOSPC","hospc_2013_DATA",33836,"G100000","Line(00300)", ,"148690"
"HOSPC","hospc_2013_DATA",33836,"G100000","Line(01100)", ,"148690"
"HOSPC","hospc_2013_DATA",33836,"G100000","Line(01200)", ,"13122"
"HOSPC","hospc_2013_DATA",33836,"G100000","Line(01800)", ,"13122"
"Entity[33836] Report(G200001)", , , , , ,"Entity[33836] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",33836,"G200001","Line(00100)", ,"2160350"
"Entity[33836] Report(G200002)", , , , , , ,"Entity[33836] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",33836,"G200002","Line(00100)", , ,"2052337"
"HOSPC","hospc_2013_DATA",33836,"G200002","Line(01500)", , ,"2052337"
