"Entity[33844] Report(G000000)", , , , , ,"Entity[33844] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",33844,"G000000","Line(00100)", ,"828210"
"HOSPC","hospc_2013_DATA",33844,"G000000","Line(00400)", ,"252378"
"HOSPC","hospc_2013_DATA",33844,"G000000","Line(00600)", ,"7535"
"HOSPC","hospc_2013_DATA",33844,"G000000","Line(00800)", ,"15424"
"HOSPC","hospc_2013_DATA",33844,"G000000","Line(00900)", ,"347855"
"HOSPC","hospc_2013_DATA",33844,"G000000","Line(01100)", ,"1436332"
"HOSPC","hospc_2013_DATA",33844,"G000000","Line(01200)", ,"125233"
"HOSPC","hospc_2013_DATA",33844,"G000000","Line(01500)", ,"436425"
"HOSPC","hospc_2013_DATA",33844,"G000000","Line(01600)", ,"201603"
"HOSPC","hospc_2013_DATA",33844,"G000000","Line(01800)", ,"4455"
"HOSPC","hospc_2013_DATA",33844,"G000000","Line(02300)", ,"228644"
"HOSPC","hospc_2013_DATA",33844,"G000000","Line(02400)", ,"175982"
"HOSPC","hospc_2013_DATA",33844,"G000000","Line(02700)", ,"408262"
"HOSPC","hospc_2013_DATA",33844,"G000000","Line(02800)", ,"46936"
"HOSPC","hospc_2013_DATA",33844,"G000000","Line(03200)", ,"46936"
"HOSPC","hospc_2013_DATA",33844,"G000000","Line(03300)", ,"1891530"
"HOSPC","hospc_2013_DATA",33844,"G000000","Line(03400)", ,"288386"
"HOSPC","hospc_2013_DATA",33844,"G000000","Line(03500)", ,"101052"
"HOSPC","hospc_2013_DATA",33844,"G000000","Line(03600)", ,"2229"
"HOSPC","hospc_2013_DATA",33844,"G000000","Line(04200)", ,"391667"
"HOSPC","hospc_2013_DATA",33844,"G000000","Line(05000)", ,"391667"
"HOSPC","hospc_2013_DATA",33844,"G000000","Line(05100)", ,"1499863"
"HOSPC","hospc_2013_DATA",33844,"G000000","Line(05800)", ,"1499863"
"Entity[33844] Report(G100000)", , , , , ,"Entity[33844] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",33844,"G100000","Line(00100)", ,"1299895"
"HOSPC","hospc_2013_DATA",33844,"G100000","Line(00200)", ,"199968"
"HOSPC","hospc_2013_DATA",33844,"G100000","Line(00300)", ,"1499863"
"HOSPC","hospc_2013_DATA",33844,"G100000","Line(01100)", ,"1499863"
"Entity[33844] Report(G200001)", , , , , ,"Entity[33844] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",33844,"G200001","Line(00100)", ,"287795"
"HOSPC","hospc_2013_DATA",33844,"G200001","Line(00200)", ,"116"
"HOSPC","hospc_2013_DATA",33844,"G200001","Line(00300)", ,"1915801"
"HOSPC","hospc_2013_DATA",33844,"G200001","Line(00400)", ,"17370"
"HOSPC","hospc_2013_DATA",33844,"G200001","Line(00500)", ,"244938"
"Entity[33844] Report(G200002)", , , , ,"Entity[33844] Report(G200002[0000])","Entity[33844] Report(G200002[0100])","Entity[33844] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",33844,"G200002","Line(00100)", , ,"2438757"
"HOSPC","hospc_2013_DATA",33844,"G200002","Line(00200)","ADD (SPECIFY) ROUNDING","3"
"HOSPC","hospc_2013_DATA",33844,"G200002","Line(00800)", , ,"3"
"HOSPC","hospc_2013_DATA",33844,"G200002","Line(01000)","COMMUNITY SUPPORT","174389"
"HOSPC","hospc_2013_DATA",33844,"G200002","Line(01100)","INTEREST/INVESTMENT INCOME","-2087"
"HOSPC","hospc_2013_DATA",33844,"G200002","Line(01200)","OTHER PROGRAM REVENUE","406"
"HOSPC","hospc_2013_DATA",33844,"G200002","Line(01301)","STATE MEDICAID ROOM & BOARD","244938"
"HOSPC","hospc_2013_DATA",33844,"G200002","Line(01400)", , ,"417646"
"HOSPC","hospc_2013_DATA",33844,"G200002","Line(01500)", , ,"2021114"
