"Entity[33907] Report(G000000)", , , , , ,"Entity[33907] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",33907,"G000000","Line(00400)", ,"-75748"
"HOSPC","hospc_2013_DATA",33907,"G000000","Line(00800)", ,"1520"
"HOSPC","hospc_2013_DATA",33907,"G000000","Line(01100)", ,"-74228"
"HOSPC","hospc_2013_DATA",33907,"G000000","Line(02300)", ,"36346"
"HOSPC","hospc_2013_DATA",33907,"G000000","Line(02400)", ,"8519"
"HOSPC","hospc_2013_DATA",33907,"G000000","Line(02700)", ,"27827"
"HOSPC","hospc_2013_DATA",33907,"G000000","Line(03300)", ,"-46401"
"HOSPC","hospc_2013_DATA",33907,"G000000","Line(03400)", ,"3913"
"HOSPC","hospc_2013_DATA",33907,"G000000","Line(04200)", ,"3913"
"HOSPC","hospc_2013_DATA",33907,"G000000","Line(04700)", ,"519808"
"HOSPC","hospc_2013_DATA",33907,"G000000","Line(04900)", ,"519808"
"HOSPC","hospc_2013_DATA",33907,"G000000","Line(05000)", ,"523721"
"HOSPC","hospc_2013_DATA",33907,"G000000","Line(05100)", ,"-570123"
"HOSPC","hospc_2013_DATA",33907,"G000000","Line(05800)", ,"-570123"
"Entity[33907] Report(G100000)", , , , ,"Entity[33907] Report(G100000[0000])","Entity[33907] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",33907,"G100000","Line(00100)", ,"-473356"
"HOSPC","hospc_2013_DATA",33907,"G100000","Line(00200)", ,"-668712"
"HOSPC","hospc_2013_DATA",33907,"G100000","Line(00300)", ,"-1142068"
"HOSPC","hospc_2013_DATA",33907,"G100000","Line(00400)","ADDITIONS (CREDIT ADJUSTMENTS)(SPEC"
"HOSPC","hospc_2013_DATA",33907,"G100000","Line(00500)","NET CHANGE R/E","571945"
"HOSPC","hospc_2013_DATA",33907,"G100000","Line(01000)", ,"571945"
"HOSPC","hospc_2013_DATA",33907,"G100000","Line(01100)", ,"-570123"
"HOSPC","hospc_2013_DATA",33907,"G100000","Line(01200)","DEDUCTIONS (DEBIT ADJUSTMENTS)(SPEC"
"HOSPC","hospc_2013_DATA",33907,"G100000","Line(01400)","NET CHANGE R"
"Entity[33907] Report(G200001)", , , , , ,"Entity[33907] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",33907,"G200001","Line(00300)", ,"1415422"
"HOSPC","hospc_2013_DATA",33907,"G200001","Line(00500)", ,"63232"
"Entity[33907] Report(G200002)", , , , ,"Entity[33907] Report(G200002[0000])","Entity[33907] Report(G200002[0100])","Entity[33907] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",33907,"G200002","Line(00100)", , ,"1800775"
"HOSPC","hospc_2013_DATA",33907,"G200002","Line(00200)","DD (SPECIFY)"
"HOSPC","hospc_2013_DATA",33907,"G200002","Line(00300)","CORPORATE ALLOCATION","283359"
"HOSPC","hospc_2013_DATA",33907,"G200002","Line(00800)", , ,"283359"
"HOSPC","hospc_2013_DATA",33907,"G200002","Line(00900)","EDUCT (SPECIFY)"
"HOSPC","hospc_2013_DATA",33907,"G200002","Line(01500)", , ,"2084134"
