"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34458","S000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"use only","","  [  ]  Desk Reviewed","","","","Intermediary No.","","[  ] Final", , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34458] Report(S000000[0100])","Entity[34458] Report(S000000[0200])","Entity[34458] Report(S000000[0300])", , , , , , , , , , , , 
"hospc_2013_DATA",34458,"S000000","Line(00100)", ,"1","05/19/2014","N", , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34458","S100000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"1","Name:","","","","Address:","","","City:","State:","Zip Code:     ","1", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34458] Report(S100000[0100])","Entity[34458] Report(S100000[0200])","Entity[34458] Report(S100000[0300])","Entity[34458] Report(S100000[0400])","Entity[34458] Report(S100000[0500])","Entity[34458] Report(S100000[0600])", , , , , , , , , 
"hospc_2013_DATA",34458,"S100000","Line(00100)", ,"HERITAGE HOSPICE","356 FREEPORT STREET  STE 200","NEW KENSINGTON","PA","15068", , , , , , , , , , 
"hospc_2013_DATA",34458,"S100000","Line(00200)", ,"WESTMORELAND", , , , , , , , , , , , , , 
"hospc_2013_DATA",34458,"S100000","Line(00300)", ,"05/12/2011", , , , , , , , , , , , , , 
"hospc_2013_DATA",34458,"S100000","Line(00400)", ,"05/12/2011","08/01/2011", , , , , , , , , , , , , 
"hospc_2013_DATA",34458,"S100000","Line(00500)", ,"01/01/2013","12/31/2013", , , , , , , , , , , , , 
"hospc_2013_DATA",34458,"S100000","Line(00600)", ,"391736", , , , , , , , , , , , , , 
"hospc_2013_DATA",34458,"S100000","Line(00700)", ,"4", , , , , , , , , , , , , , 
"hospc_2013_DATA",34458,"S100000","Line(00800)", ,"1", , , , ,"1", , , , , , , , , 
"hospc_2013_DATA",34458,"S100000","Line(00900)", ,"19998","54","54", ,"198","20250", , , , , , , , , 
"hospc_2013_DATA",34458,"S100000","Line(01000)", ,"15", , , , ,"15", , , , , , , , , 
"hospc_2013_DATA",34458,"S100000","Line(01100)", ,"24", , , , ,"24", , , , , , , , , 
"hospc_2013_DATA",34458,"S100000","Line(01200)", ,"20038","54","54", ,"198","20290", , , , , , , , , 
"hospc_2013_DATA",34458,"S100000","Line(01300)", ,"287","1","1", ,"4","292", , , , , , , , , 
"hospc_2013_DATA",34458,"S100000","Line(01400)", ,"8", , , , ,"8", , , , , , , , , 
"hospc_2013_DATA",34458,"S100000","Line(01500)", ,"70","54","54", ,"50","69", , , , , , , , , 
"hospc_2013_DATA",34458,"S100000","Line(01600)", ,"215", , , ,"2","217", , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
