"Entity[33873] Report(B000000)", , , , ,"Entity[33873] Report(B000000[0000])", , , , , ,"Entity[33873] Report(B000000[0600])","Entity[33873] Report(B000000[0700])"
"HOSPC","hospc_2013_DATA",33873,"B000000","Line(00600)","128524", , , , , ,"128524"
"HOSPC","hospc_2013_DATA",33873,"B000000","Line(01500)","10784", , , , , ,"8306","19090"
"HOSPC","hospc_2013_DATA",33873,"B000000","Line(01600)","100867", , , , , ,"77685","178552"
"HOSPC","hospc_2013_DATA",33873,"B000000","Line(02000)","21322", , , , , ,"16422","37744"
"HOSPC","hospc_2013_DATA",33873,"B000000","Line(02100)","9448", , , , , ,"7277","16725"
"HOSPC","hospc_2013_DATA",33873,"B000000","Line(02400)","24413", , , , , ,"18802","43215"
"HOSPC","hospc_2013_DATA",33873,"B000000","Line(05000)","41", , , , , ,"32","73"
"Entity[33873] Report(B10000*)", , , , , ,"Entity[33873] Report(B10000*[0100])","Entity[33873] Report(B10000*[0200])","Entity[33873] Report(B10000*[0300])","Entity[33873] Report(B10000*[0400])","Entity[33873] Report(B10000*[0500])","Entity[33873] Report(B10000*[0600])"
"HOSPC","hospc_2013_DATA",33873,"B10000*","Line(00100)", ,"CAPITAL","CAPITAL","PLANT","TRANS-","VOLUNT.","ADMINIS-"
"HOSPC","hospc_2013_DATA",33873,"B10000*","Line(00200)", ,"BLDGS &","MOVABLE","OPER. &","PORTAT-","SERVICES","TRATIVE &"
"HOSPC","hospc_2013_DATA",33873,"B10000*","Line(00300)", ,"FIXTURES","EQUIPMENT","MAINT.","ION","COORDI.","GENERAL"
"HOSPC","hospc_2013_DATA",33873,"B10000*","Line(00400)", ,"SQUARE","SQUARE","SQUARE","MILEAGE","HOURS","ACCUM."
"HOSPC","hospc_2013_DATA",33873,"B10000*","Line(00500)", ,"FEET","FEET","FEET", , ,"COSTS"
"Entity[33873] Report(B100000)", , , , , ,"Entity[33873] Report(B100000[0100])","Entity[33873] Report(B100000[0200])","Entity[33873] Report(B100000[0300])", , ,"Entity[33873] Report(B100000[0600])"
"HOSPC","hospc_2013_DATA",33873,"B100000","Line(00000)", , , , , , ,"X"
"HOSPC","hospc_2013_DATA",33873,"B100000","Line(00100)", ,"2145"
"HOSPC","hospc_2013_DATA",33873,"B100000","Line(00200)", , ,"2145"
"HOSPC","hospc_2013_DATA",33873,"B100000","Line(00300)", , , ,"2145"
"HOSPC","hospc_2013_DATA",33873,"B100000","Line(00600)", ,"2145","2145","2145", , ,"166875"
"HOSPC","hospc_2013_DATA",33873,"B100000","Line(01500)", , , , , , ,"10784"
"HOSPC","hospc_2013_DATA",33873,"B100000","Line(01600)", , , , , , ,"100867"
"HOSPC","hospc_2013_DATA",33873,"B100000","Line(02000)", , , , , , ,"21322"
"HOSPC","hospc_2013_DATA",33873,"B100000","Line(02100)", , , , , , ,"9448"
"HOSPC","hospc_2013_DATA",33873,"B100000","Line(02400)", , , , , , ,"24413"
"HOSPC","hospc_2013_DATA",33873,"B100000","Line(05000)", , , , , , ,"41"
