"Entity[33873] Report(G000000)", , , , , ,"Entity[33873] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",33873,"G000000","Line(01900)", ,"38464"
"HOSPC","hospc_2013_DATA",33873,"G000000","Line(02000)", ,"18454"
"HOSPC","hospc_2013_DATA",33873,"G000000","Line(02700)", ,"20010"
"HOSPC","hospc_2013_DATA",33873,"G000000","Line(03300)", ,"20010"
"HOSPC","hospc_2013_DATA",33873,"G000000","Line(03500)", ,"844"
"HOSPC","hospc_2013_DATA",33873,"G000000","Line(03600)", ,"265"
"HOSPC","hospc_2013_DATA",33873,"G000000","Line(04000)", ,"27527"
"HOSPC","hospc_2013_DATA",33873,"G000000","Line(04100)", ,"1294"
"HOSPC","hospc_2013_DATA",33873,"G000000","Line(04200)", ,"29930"
"HOSPC","hospc_2013_DATA",33873,"G000000","Line(05000)", ,"29930"
"HOSPC","hospc_2013_DATA",33873,"G000000","Line(05100)", ,"-9920"
"HOSPC","hospc_2013_DATA",33873,"G000000","Line(05800)", ,"-9920"
"Entity[33873] Report(G100000)", , , , , ,"Entity[33873] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",33873,"G100000","Line(00200)", ,"-273029"
"HOSPC","hospc_2013_DATA",33873,"G100000","Line(00300)", ,"-273029"
"HOSPC","hospc_2013_DATA",33873,"G100000","Line(00400)", ,"263109"
"HOSPC","hospc_2013_DATA",33873,"G100000","Line(01000)", ,"263109"
"HOSPC","hospc_2013_DATA",33873,"G100000","Line(01100)", ,"-9920"
"Entity[33873] Report(G200001)", , , , , ,"Entity[33873] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",33873,"G200001","Line(00100)", ,"46036"
"Entity[33873] Report(G200002)", , , , , , ,"Entity[33873] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",33873,"G200002","Line(00100)", , ,"319065"
"HOSPC","hospc_2013_DATA",33873,"G200002","Line(01500)", , ,"319065"
