"Entity[33489] Report(B000000)", , , , ,"Entity[33489] Report(B000000[0000])","Entity[33489] Report(B000000[0100])","Entity[33489] Report(B000000[0200])","Entity[33489] Report(B000000[0300])", ,"Entity[33489] Report(B000000[0500])","Entity[33489] Report(B000000[0600])","Entity[33489] Report(B000000[0700])"
"HOSPC","hospc_2013_DATA",33489,"B000000","Line(00100)","5237","5237"
"HOSPC","hospc_2013_DATA",33489,"B000000","Line(00200)","1505", ,"1505"
"HOSPC","hospc_2013_DATA",33489,"B000000","Line(00300)","2754", , ,"2754"
"HOSPC","hospc_2013_DATA",33489,"B000000","Line(00500)", ,"28","8","15", ,"51"
"HOSPC","hospc_2013_DATA",33489,"B000000","Line(00600)","86785","4932","1417","2593", ,"51","95778"
"HOSPC","hospc_2013_DATA",33489,"B000000","Line(01000)","24106", , , , , ,"17778","41884"
"HOSPC","hospc_2013_DATA",33489,"B000000","Line(01500)","3000", , , , , ,"2212","5212"
"HOSPC","hospc_2013_DATA",33489,"B000000","Line(01600)","48852", , , , , ,"36029","84881"
"HOSPC","hospc_2013_DATA",33489,"B000000","Line(01620)", ,"56","16","29", , ,"74","175"
"HOSPC","hospc_2013_DATA",33489,"B000000","Line(02000)","8592","28","8","15", , ,"6374","15017"
"HOSPC","hospc_2013_DATA",33489,"B000000","Line(02100)","4292","28","8","15", , ,"3203","7546"
"HOSPC","hospc_2013_DATA",33489,"B000000","Line(02400)","13373","65","19","34", , ,"9949","23440"
"HOSPC","hospc_2013_DATA",33489,"B000000","Line(03000)","17462", , , , , ,"12878","30340"
"HOSPC","hospc_2013_DATA",33489,"B000000","Line(03100)","4810", , , , , ,"3547","8357"
"HOSPC","hospc_2013_DATA",33489,"B000000","Line(03500)","588","100","29","53", , ,"568","1338"
"HOSPC","hospc_2013_DATA",33489,"B000000","Line(03600)","469", , , , , ,"346","815"
"HOSPC","hospc_2013_DATA",33489,"B000000","Line(03900)","1853", , , , , ,"1367","3220"
"HOSPC","hospc_2013_DATA",33489,"B000000","Line(05300)","1970", , , , , ,"1453","3423"
"Entity[33489] Report(B10000*)", , , , , ,"Entity[33489] Report(B10000*[0100])","Entity[33489] Report(B10000*[0200])","Entity[33489] Report(B10000*[0300])","Entity[33489] Report(B10000*[0400])","Entity[33489] Report(B10000*[0500])","Entity[33489] Report(B10000*[0600])"
"HOSPC","hospc_2013_DATA",33489,"B10000*","Line(00100)", ,"CAPITAL","CAPITAL","PLANT","TRANS-","VOLUNT.","ADMINIS-"
"HOSPC","hospc_2013_DATA",33489,"B10000*","Line(00200)", ,"BLDGS &","MOVABLE","OPER. &","PORTAT-","SERVICES","TRATIVE &"
"HOSPC","hospc_2013_DATA",33489,"B10000*","Line(00300)", ,"FIXTURES","EQUIPMENT","MAINT.","ION","COORDI.","GENERAL"
"HOSPC","hospc_2013_DATA",33489,"B10000*","Line(00400)", ,"SQUARE","DOLLAR","SQUARE","MILEAGE","HOURS OF","ACCUM."
"HOSPC","hospc_2013_DATA",33489,"B10000*","Line(00500)", ,"FEET","VALUE","FEET", ,"SERVICE","COSTS"
"Entity[33489] Report(B100000)", , , , , ,"Entity[33489] Report(B100000[0100])","Entity[33489] Report(B100000[0200])","Entity[33489] Report(B100000[0300])", ,"Entity[33489] Report(B100000[0500])","Entity[33489] Report(B100000[0600])"
"HOSPC","hospc_2013_DATA",33489,"B100000","Line(00000)", , , , , , ,"X"
"HOSPC","hospc_2013_DATA",33489,"B100000","Line(00100)", ,"2250"
"HOSPC","hospc_2013_DATA",33489,"B100000","Line(00200)", , ,"2250"
"HOSPC","hospc_2013_DATA",33489,"B100000","Line(00300)", , , ,"2250"
"HOSPC","hospc_2013_DATA",33489,"B100000","Line(00500)", ,"12","12","12", ,"342"
"HOSPC","hospc_2013_DATA",33489,"B100000","Line(00600)", ,"2119","2119","2119", ,"342","129870"
"HOSPC","hospc_2013_DATA",33489,"B100000","Line(01000)", , , , , , ,"24106"
"HOSPC","hospc_2013_DATA",33489,"B100000","Line(01500)", , , , , , ,"3000"
"HOSPC","hospc_2013_DATA",33489,"B100000","Line(01600)", , , , , , ,"48852"
"HOSPC","hospc_2013_DATA",33489,"B100000","Line(01620)", ,"24","24","24", , ,"101"
"HOSPC","hospc_2013_DATA",33489,"B100000","Line(02000)", ,"12","12","12", , ,"8643"
"HOSPC","hospc_2013_DATA",33489,"B100000","Line(02100)", ,"12","12","12", , ,"4343"
"HOSPC","hospc_2013_DATA",33489,"B100000","Line(02400)", ,"28","28","28", , ,"13491"
"HOSPC","hospc_2013_DATA",33489,"B100000","Line(03000)", , , , , , ,"17462"
"HOSPC","hospc_2013_DATA",33489,"B100000","Line(03100)", , , , , , ,"4810"
"HOSPC","hospc_2013_DATA",33489,"B100000","Line(03500)", ,"43","43","43", , ,"770"
"HOSPC","hospc_2013_DATA",33489,"B100000","Line(03600)", , , , , , ,"469"
"HOSPC","hospc_2013_DATA",33489,"B100000","Line(03900)", , , , , , ,"1853"
"HOSPC","hospc_2013_DATA",33489,"B100000","Line(05300)", , , , , , ,"1970"
"HOSPC","hospc_2013_DATA",33489,"B100000","Line(10000)", ,"5237","1505","2754", ,"51"
