"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 33988","S000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"use only","","  [  ]  Desk Reviewed","","","","Intermediary No.","","[  ] Final", , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[33988] Report(S000000[0100])","Entity[33988] Report(S000000[0200])","Entity[33988] Report(S000000[0300])", , , , , , , , , , , , 
"hospc_2013_DATA",33988,"S000000","Line(00100)", ,"1","03/19/2014","N", , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 33988","S100000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"1","Name:","","","","Address:","","","City:","State:","Zip Code:     ","1", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[33988] Report(S100000[0100])","Entity[33988] Report(S100000[0200])","Entity[33988] Report(S100000[0300])","Entity[33988] Report(S100000[0400])","Entity[33988] Report(S100000[0500])","Entity[33988] Report(S100000[0600])", , , , , , , , , 
"hospc_2013_DATA",33988,"S100000","Line(00100)", ,"ARIZONA FAMILY HOSPICE","10505 N. 69TH STREET  SUITE 300","SCOTTSDALE","AZ","85253", , , , , , , , , , 
"hospc_2013_DATA",33988,"S100000","Line(00200)", ,"MARICOPA", , , , , , , , , , , , , , 
"hospc_2013_DATA",33988,"S100000","Line(00300)", ,"03/09/2011", , , , , , , , , , , , , , 
"hospc_2013_DATA",33988,"S100000","Line(00400)", ,"03/09/2011","03/09/2011", , , , , , , , , , , , , 
"hospc_2013_DATA",33988,"S100000","Line(00500)", ,"01/01/2013","12/31/2013", , , , , , , , , , , , , 
"hospc_2013_DATA",33988,"S100000","Line(00600)", ,"031596", , , , , , , , , , , , , , 
"hospc_2013_DATA",33988,"S100000","Line(00700)", ,"4", , , , , , , , , , , , , , 
"hospc_2013_DATA",33988,"S100000","Line(00900)", ,"16752", , , ,"210","16962", , , , , , , , , 
"hospc_2013_DATA",33988,"S100000","Line(01000)", , , ,"17", , , , , , , , , , , , 
"hospc_2013_DATA",33988,"S100000","Line(01100)", , , ,"27", , , , , , , , , , , , 
"hospc_2013_DATA",33988,"S100000","Line(01200)", ,"16752", ,"44", ,"210","16962", , , , , , , , , 
"hospc_2013_DATA",33988,"S100000","Line(01300)", ,"165", ,"9", ,"11","176", , , , , , , , , 
"hospc_2013_DATA",33988,"S100000","Line(01500)", ,"102", ,"5", ,"19","96", , , , , , , , , 
"hospc_2013_DATA",33988,"S100000","Line(01600)", ,"127", ,"5", ,"6","133", , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
