"Entity[33733] Report(D000000)", , , , , ,"Entity[33733] Report(D000000[0100])","Entity[33733] Report(D000000[0200])","Entity[33733] Report(D000000[0300])","Entity[33733] Report(D000000[0400])"
"HOSPC","hospc_2013_DATA",33733,"D000000","Line(00100)", , , , ,"605468"
"HOSPC","hospc_2013_DATA",33733,"D000000","Line(00200)", , , , ,"4819"
"HOSPC","hospc_2013_DATA",33733,"D000000","Line(00300)", , , , ,"126"
"HOSPC","hospc_2013_DATA",33733,"D000000","Line(00400)", ,"4675"
"HOSPC","hospc_2013_DATA",33733,"D000000","Line(00500)", ,"587367"
"HOSPC","hospc_2013_DATA",33733,"D000000","Line(00600)", , ,"86"
"HOSPC","hospc_2013_DATA",33733,"D000000","Line(00700)", , ,"10805"
"HOSPC","hospc_2013_DATA",33733,"D000000","Line(00800)", ,"3503"
"HOSPC","hospc_2013_DATA",33733,"D000000","Line(00900)", ,"440117"
"HOSPC","hospc_2013_DATA",33733,"D000000","Line(01200)", , , ,"58"
