"Entity[34047] Report(B000000)", , , , ,"Entity[34047] Report(B000000[0000])","Entity[34047] Report(B000000[0100])","Entity[34047] Report(B000000[0200])","Entity[34047] Report(B000000[0300])", ,"Entity[34047] Report(B000000[0500])","Entity[34047] Report(B000000[0600])","Entity[34047] Report(B000000[0700])"
"HOSPC","hospc_2013_DATA",34047,"B000000","Line(00100)","51547","51547"
"HOSPC","hospc_2013_DATA",34047,"B000000","Line(00101)","476872"
"HOSPC","hospc_2013_DATA",34047,"B000000","Line(00200)","13627", ,"13627"
"HOSPC","hospc_2013_DATA",34047,"B000000","Line(00201)","26158"
"HOSPC","hospc_2013_DATA",34047,"B000000","Line(00300)","14411", , ,"14411"
"HOSPC","hospc_2013_DATA",34047,"B000000","Line(00301)","226626"
"HOSPC","hospc_2013_DATA",34047,"B000000","Line(00500)","135948", , , , ,"135948"
"HOSPC","hospc_2013_DATA",34047,"B000000","Line(00600)","3681255","20960","5541","5860", ,"135948","3849564"
"HOSPC","hospc_2013_DATA",34047,"B000000","Line(01000)","1535998", , , , , , ,"1535998"
"HOSPC","hospc_2013_DATA",34047,"B000000","Line(01100)","3372", , , , , ,"1642","5014"
"HOSPC","hospc_2013_DATA",34047,"B000000","Line(01500)","679953", , , , , ,"331188","1011141"
"HOSPC","hospc_2013_DATA",34047,"B000000","Line(01600)","2216820","27240","7201","7616", , ,"1100247","3359124"
"HOSPC","hospc_2013_DATA",34047,"B000000","Line(01700)","1375", , , , , ,"670","2045"
"HOSPC","hospc_2013_DATA",34047,"B000000","Line(01900)","75524", , , , , ,"36786","112310"
"HOSPC","hospc_2013_DATA",34047,"B000000","Line(02000)","679280", , , , , ,"330860","1010140"
"HOSPC","hospc_2013_DATA",34047,"B000000","Line(02100)","323086", , , , , ,"157367","480453"
"HOSPC","hospc_2013_DATA",34047,"B000000","Line(02400)","633555","2770","732","774", , ,"310672","948503"
"HOSPC","hospc_2013_DATA",34047,"B000000","Line(03000)","659876", , , , , ,"321409","981285"
"HOSPC","hospc_2013_DATA",34047,"B000000","Line(03100)","564007", , , , , ,"274714","838721"
"HOSPC","hospc_2013_DATA",34047,"B000000","Line(03200)","29633", , , , , ,"14433","44066"
"HOSPC","hospc_2013_DATA",34047,"B000000","Line(03400)","3993", , , , , ,"1945","5938"
"HOSPC","hospc_2013_DATA",34047,"B000000","Line(03500)","17225", , , , , ,"8390","25615"
