"-------------","-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 33901","G000000 ","-------------","-------------","-----------",""
"-------------","-------------","-------------", ,"","Assets","General","Purpose","Endowment","Plant", , 
"-------------","-------------","-------------", ,"","(Omit cents)","Fund","Fund","Fund","Fund", , 
"-------------","-------------","-------------", ,"","","1","2","3","4", , 
"-------------","-------------","-------------", ,"","CURRENT  ASSETS","","","","", , 
 , , , , , , , , , , , 
"Entity[33901] Report(G000000)", , , , , ,"Entity[33901] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",33901,"G000000","Line(00100)", ,"15221170"
"HOSPC","hospc_2013_DATA",33901,"G000000","Line(00200)", ,"10522339"
"HOSPC","hospc_2013_DATA",33901,"G000000","Line(00400)", ,"1599866"
"HOSPC","hospc_2013_DATA",33901,"G000000","Line(00600)", ,"136178"
"HOSPC","hospc_2013_DATA",33901,"G000000","Line(00900)", ,"17272"
"HOSPC","hospc_2013_DATA",33901,"G000000","Line(01100)", ,"27224469"
"HOSPC","hospc_2013_DATA",33901,"G000000","Line(01300)", ,"12823"
"HOSPC","hospc_2013_DATA",33901,"G000000","Line(01400)", ,"8935"
"HOSPC","hospc_2013_DATA",33901,"G000000","Line(01500)", ,"3720342"
"HOSPC","hospc_2013_DATA",33901,"G000000","Line(01600)", ,"1107131"
"HOSPC","hospc_2013_DATA",33901,"G000000","Line(01700)", ,"261724"
"HOSPC","hospc_2013_DATA",33901,"G000000","Line(01800)", ,"74745"
"HOSPC","hospc_2013_DATA",33901,"G000000","Line(01900)", ,"91684"
"HOSPC","hospc_2013_DATA",33901,"G000000","Line(02000)", ,"64008"
"HOSPC","hospc_2013_DATA",33901,"G000000","Line(02300)", ,"753726"
"HOSPC","hospc_2013_DATA",33901,"G000000","Line(02400)", ,"618111"
"HOSPC","hospc_2013_DATA",33901,"G000000","Line(02700)", ,"2967369"
"HOSPC","hospc_2013_DATA",33901,"G000000","Line(03300)", ,"30191838"
"HOSPC","hospc_2013_DATA",33901,"G000000","Line(03400)", ,"638117"
"HOSPC","hospc_2013_DATA",33901,"G000000","Line(03500)", ,"2040368"
"HOSPC","hospc_2013_DATA",33901,"G000000","Line(04200)", ,"2678485"
"HOSPC","hospc_2013_DATA",33901,"G000000","Line(05000)", ,"2678485"
"HOSPC","hospc_2013_DATA",33901,"G000000","Line(05100)", ,"28503811"
"HOSPC","hospc_2013_DATA",33901,"G000000","Line(05800)", ,"28503811"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"-------------","-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 33901","G100000 ","-------------","-------------","-----------",""
"-------------","-------------","-------------", ,"","","","GENERAL ","SPECIFIC ","ENDOWMENT","PLANT  FUND", 
"-------------","-------------","-------------", ,"","","","FUND","PURPOSE  FUND","FUND","", 
"-------------","-------------","-------------", ,"","","","1","2","3","4", 
 , , , , , , , , , , , 
"Entity[33901] Report(G100000)", , , , ,"Entity[33901] Report(G100000[0000])","Entity[33901] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",33901,"G100000","Line(00100)", ,"28503811"
"HOSPC","hospc_2013_DATA",33901,"G100000","Line(00300)", ,"28503811"
"HOSPC","hospc_2013_DATA",33901,"G100000","Line(00400)","ADDITIONS (CREDIT ADJUSTMENTS)(SPEC"
"HOSPC","hospc_2013_DATA",33901,"G100000","Line(01100)", ,"28503811"
"HOSPC","hospc_2013_DATA",33901,"G100000","Line(01200)","DEDUCTIONS (DEBIT ADJUSTMENTS)(SPEC"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"-------------","-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 33901","G200002 ","-------------","-------------","-----------",""
"-------------","-------------","-------------", ,"","PART II - OPERATING EXPENSES", , , , , , 
 , , , , , , , , , , , 
"Entity[33901] Report(G200002)", , , , ,"Entity[33901] Report(G200002[0000])","Entity[33901] Report(G200002[0100])","Entity[33901] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",33901,"G200002","Line(00200)","BAD DEBTS","7"
"HOSPC","hospc_2013_DATA",33901,"G200002","Line(00300)","DEDUCTIONS FROM REVENUE","141012"
"HOSPC","hospc_2013_DATA",33901,"G200002","Line(00900)","EDUCT (SPECIFY)"
"HOSPC","hospc_2013_DATA",33901,"G200002","Line(01500)", , ,"8538701"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
