"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 36361","S000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"use only","","  [  ]  Desk Reviewed","","","","Intermediary No.","","[  ] Final", , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[36361] Report(S000000[0100])","Entity[36361] Report(S000000[0200])","Entity[36361] Report(S000000[0300])", , , , , , , , , , , , 
"hospc_2013_DATA",36361,"S000000","Line(00100)", ,"1","06/09/2014","N", , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 36361","S100000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"1","Name:","","","","Address:","","","City:","State:","Zip Code:     ","1", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[36361] Report(S100000[0100])","Entity[36361] Report(S100000[0200])","Entity[36361] Report(S100000[0300])","Entity[36361] Report(S100000[0400])","Entity[36361] Report(S100000[0500])","Entity[36361] Report(S100000[0600])", , , , , , , , , 
"hospc_2013_DATA",36361,"S100000","Line(00100)", ,"SOUTHERNCARE PITTSBURG","2307 SOUTH TUCKER","PITTSBURG","KS","66762", , , , , , , , , , 
"hospc_2013_DATA",36361,"S100000","Line(00200)", ,"CRAWFORD", , , , , , , , , , , , , , 
"hospc_2013_DATA",36361,"S100000","Line(00300)", ,"06/22/2006", , , , , , , , , , , , , , 
"hospc_2013_DATA",36361,"S100000","Line(00400)", ,"06/22/2006","06/22/2006", , , , , , , , , , , , , 
"hospc_2013_DATA",36361,"S100000","Line(00500)", ,"01/01/2013","12/31/2013", , , , , , , , , , , , , 
"hospc_2013_DATA",36361,"S100000","Line(00600)", ,"171562", , , , , , , , , , , , , , 
"hospc_2013_DATA",36361,"S100000","Line(00700)", ,"4", , , , , , , , , , , , , , 
"hospc_2013_DATA",36361,"S100000","Line(00800)", ,"5", ,"2", , ,"5", , , , , , , , , 
"hospc_2013_DATA",36361,"S100000","Line(00900)", ,"11024","222","5634","72","659","11905", , , , , , , , , 
"hospc_2013_DATA",36361,"S100000","Line(01000)", ,"24", ,"24", , ,"24", , , , , , , , , 
"hospc_2013_DATA",36361,"S100000","Line(01100)", ,"40","12", , , ,"52", , , , , , , , , 
"hospc_2013_DATA",36361,"S100000","Line(01200)", ,"11093","234","5660","72","659","11986", , , , , , , , , 
"hospc_2013_DATA",36361,"S100000","Line(01300)", ,"161","10","82","5","16","187", , , , , , , , , 
"hospc_2013_DATA",36361,"S100000","Line(01400)", ,"69", ,"18", , ,"69", , , , , , , , , 
"hospc_2013_DATA",36361,"S100000","Line(01500)", ,"69","23","69","14","41","64", , , , , , , , , 
"hospc_2013_DATA",36361,"S100000","Line(01600)", ,"128","10","73","6","8","146", , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
