"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34219","S000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"use only","","  [  ]  Desk Reviewed","","","","Intermediary No.","","[  ] Final", , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34219] Report(S000000[0100])","Entity[34219] Report(S000000[0200])","Entity[34219] Report(S000000[0300])", , , , , , , , , , , , 
"hospc_2013_DATA",34219,"S000000","Line(00100)", ,"1","05/09/2014","N", , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34219","S100000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"1","Name:","","","","Address:","","","City:","State:","Zip Code:     ","1", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34219] Report(S100000[0100])","Entity[34219] Report(S100000[0200])","Entity[34219] Report(S100000[0300])","Entity[34219] Report(S100000[0400])","Entity[34219] Report(S100000[0500])","Entity[34219] Report(S100000[0600])", , , , , , , , , 
"hospc_2013_DATA",34219,"S100000","Line(00100)", ,"STANDARDS OF CARE","P.O. BOX 791","CAMERON","TX","76520", , , , , , , , , , 
"hospc_2013_DATA",34219,"S100000","Line(00200)", ,"CAMERON", , , , , , , , , , , , , , 
"hospc_2013_DATA",34219,"S100000","Line(00300)", ,"04/26/2011", , , , , , , , , , , , , , 
"hospc_2013_DATA",34219,"S100000","Line(00400)", ,"04/26/2011", , , , , , , , , , , , , , 
"hospc_2013_DATA",34219,"S100000","Line(00500)", ,"01/01/2013","12/31/2013", , , , , , , , , , , , , 
"hospc_2013_DATA",34219,"S100000","Line(00600)", ,"671702", , , , , , , , , , , , , , 
"hospc_2013_DATA",34219,"S100000","Line(00700)", ,"4", , , , , , , , , , , , , , 
"hospc_2013_DATA",34219,"S100000","Line(00900)", ,"10151", , , ,"1095","11246", , , , , , , , , 
"hospc_2013_DATA",34219,"S100000","Line(01000)", ,"33", , , , ,"33", , , , , , , , , 
"hospc_2013_DATA",34219,"S100000","Line(01100)", ,"20", , , , ,"20", , , , , , , , , 
"hospc_2013_DATA",34219,"S100000","Line(01200)", ,"10204", , , ,"1095","11299", , , , , , , , , 
"hospc_2013_DATA",34219,"S100000","Line(01300)", ,"146", , , ,"3","149", , , , , , , , , 
"hospc_2013_DATA",34219,"S100000","Line(01500)", ,"70", , , ,"365","76", , , , , , , , , 
"hospc_2013_DATA",34219,"S100000","Line(01600)", ,"146", , , ,"3","149", , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
