"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 36547","G100000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","GENERAL ","SPECIFIC ","ENDOWMENT","PLANT  FUND", , , , , , , , , , 
"-------------","-------------", ,"","","","FUND","PURPOSE  FUND","FUND","", , , , , , , , , , 
"-------------","-------------", ,"","","","1","2","3","4", , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , ,"Entity[36547] Report(G100000[0000])","Entity[36547] Report(G100000[0100])", , , , , , , , , , , , , , 
"hospc_2013_DATA",36547,"G100000","Line(00200)", ,"-2153392", , , , , , , , , , , , , , 
"hospc_2013_DATA",36547,"G100000","Line(00300)", ,"-2153392", , , , , , , , , , , , , , 
"hospc_2013_DATA",36547,"G100000","Line(00400)","ADDITIONS (CREDIT ADJUSTMENTS)(SPEC", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36547,"G100000","Line(01100)", ,"-2153392", , , , , , , , , , , , , , 
"hospc_2013_DATA",36547,"G100000","Line(01200)","DEDUCTIONS (DEBIT ADJUSTMENTS)(SPEC", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 36547","G200002 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","PART II - OPERATING EXPENSES", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , ,"Entity[36547] Report(G200002[0200])", , , , , , , , , , , , , 
"hospc_2013_DATA",36547,"G200002","Line(00100)", , ,"2153392", , , , , , , , , , , , , 
"hospc_2013_DATA",36547,"G200002","Line(01500)", , ,"2153392", , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
