"Entity[33969] Report(G000000)", , , , , ,"Entity[33969] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",33969,"G000000","Line(00100)", ,"44509"
"HOSPC","hospc_2013_DATA",33969,"G000000","Line(00400)", ,"30758"
"HOSPC","hospc_2013_DATA",33969,"G000000","Line(01100)", ,"75267"
"HOSPC","hospc_2013_DATA",33969,"G000000","Line(01900)", ,"5760"
"HOSPC","hospc_2013_DATA",33969,"G000000","Line(02700)", ,"5760"
"HOSPC","hospc_2013_DATA",33969,"G000000","Line(03300)", ,"81027"
"HOSPC","hospc_2013_DATA",33969,"G000000","Line(03400)", ,"20749"
"HOSPC","hospc_2013_DATA",33969,"G000000","Line(04200)", ,"20749"
"HOSPC","hospc_2013_DATA",33969,"G000000","Line(04700)", ,"317586"
"HOSPC","hospc_2013_DATA",33969,"G000000","Line(04900)", ,"317586"
"HOSPC","hospc_2013_DATA",33969,"G000000","Line(05000)", ,"338335"
"HOSPC","hospc_2013_DATA",33969,"G000000","Line(05100)", ,"-257308"
"HOSPC","hospc_2013_DATA",33969,"G000000","Line(05800)", ,"-257308"
"Entity[33969] Report(G100000)", , , , , ,"Entity[33969] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",33969,"G100000","Line(00100)", ,"-301816"
"HOSPC","hospc_2013_DATA",33969,"G100000","Line(00200)", ,"44508"
"HOSPC","hospc_2013_DATA",33969,"G100000","Line(00300)", ,"-257308"
"HOSPC","hospc_2013_DATA",33969,"G100000","Line(01100)", ,"-257308"
"Entity[33969] Report(G200001)", , , , , ,"Entity[33969] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",33969,"G200001","Line(00300)", ,"407794"
"HOSPC","hospc_2013_DATA",33969,"G200001","Line(00500)", ,"29526"
"Entity[33969] Report(G200002)", , , , , , ,"Entity[33969] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",33969,"G200002","Line(00100)", , ,"363286"
"HOSPC","hospc_2013_DATA",33969,"G200002","Line(01500)", , ,"363286"
