"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34642","S000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"use only","","  [  ]  Desk Reviewed","","","","Intermediary No.","","[  ] Final", , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34642] Report(S000000[0100])","Entity[34642] Report(S000000[0200])","Entity[34642] Report(S000000[0300])", , , , , , , , , , , , 
"hospc_2013_DATA",34642,"S000000","Line(00100)", ,"1","05/29/2014","N", , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34642","S100000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"1","Name:","","","","Address:","","","City:","State:","Zip Code:     ","1", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34642] Report(S100000[0100])","Entity[34642] Report(S100000[0200])","Entity[34642] Report(S100000[0300])","Entity[34642] Report(S100000[0400])","Entity[34642] Report(S100000[0500])","Entity[34642] Report(S100000[0600])", , , , , , , , , 
"hospc_2013_DATA",34642,"S100000","Line(00100)", ,"BAYADA HHC-MEDIA HOSPICE","1023 EAST BALTIMORE PIKE  SUITE 302","MEDIA","PA","19063", , , , , , , , , , 
"hospc_2013_DATA",34642,"S100000","Line(00200)", ,"DELAWARE", , , , , , , , , , , , , , 
"hospc_2013_DATA",34642,"S100000","Line(00300)", ,"01/01/2011", , , , , , , , , , , , , , 
"hospc_2013_DATA",34642,"S100000","Line(00400)", ,"09/07/2011","09/07/2011", , , , , , , , , , , , , 
"hospc_2013_DATA",34642,"S100000","Line(00500)", ,"01/01/2013","12/31/2013", , , , , , , , , , , , , 
"hospc_2013_DATA",34642,"S100000","Line(00600)", ,"391741", , , , , , , , , , , , , , 
"hospc_2013_DATA",34642,"S100000","Line(00700)", ,"4", , , , , , , , , , , , , , 
"hospc_2013_DATA",34642,"S100000","Line(00800)", ,"5", , , , ,"5", , , , , , , , , 
"hospc_2013_DATA",34642,"S100000","Line(00900)", ,"13861", ,"13", ,"272","14133", , , , , , , , , 
"hospc_2013_DATA",34642,"S100000","Line(01000)", ,"15", ,"10", , ,"15", , , , , , , , , 
"hospc_2013_DATA",34642,"S100000","Line(01100)", ,"1", , , , ,"1", , , , , , , , , 
"hospc_2013_DATA",34642,"S100000","Line(01200)", ,"13882", ,"23", ,"272","14154", , , , , , , , , 
"hospc_2013_DATA",34642,"S100000","Line(01300)", ,"279", ,"3", ,"12","291", , , , , , , , , 
"hospc_2013_DATA",34642,"S100000","Line(01400)", ,"72", , , , ,"72", , , , , , , , , 
"hospc_2013_DATA",34642,"S100000","Line(01500)", ,"50", ,"8", ,"23","49", , , , , , , , , 
"hospc_2013_DATA",34642,"S100000","Line(01600)", ,"250", ,"4", ,"12","262", , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
