"Entity[33864] Report(B000000)", , , , ,"Entity[33864] Report(B000000[0000])","Entity[33864] Report(B000000[0100])","Entity[33864] Report(B000000[0200])","Entity[33864] Report(B000000[0300])", , ,"Entity[33864] Report(B000000[0600])","Entity[33864] Report(B000000[0700])"
"HOSPC","hospc_2013_DATA",33864,"B000000","Line(00100)","14540","14540"
"HOSPC","hospc_2013_DATA",33864,"B000000","Line(00200)","3802", ,"3802"
"HOSPC","hospc_2013_DATA",33864,"B000000","Line(00300)","9872", , ,"9872"
"HOSPC","hospc_2013_DATA",33864,"B000000","Line(00600)","412279","1304","341","885", , ,"414809"
"HOSPC","hospc_2013_DATA",33864,"B000000","Line(01000)","128493", , , , , ,"154908","283401"
"HOSPC","hospc_2013_DATA",33864,"B000000","Line(01500)","8529", , , , , ,"10282","18811"
"HOSPC","hospc_2013_DATA",33864,"B000000","Line(01600)","100143","12273","3209","8333", , ,"149441","273399"
"HOSPC","hospc_2013_DATA",33864,"B000000","Line(02000)","39543","510","133","346", , ,"48865","89397"
"HOSPC","hospc_2013_DATA",33864,"B000000","Line(02100)","244", , , , , ,"294","538"
"HOSPC","hospc_2013_DATA",33864,"B000000","Line(02400)","7300", , , , , ,"8801","16101"
"HOSPC","hospc_2013_DATA",33864,"B000000","Line(03000)","17943", , , , , ,"21632","39575"
"HOSPC","hospc_2013_DATA",33864,"B000000","Line(03100)","7812", , , , , ,"9418","17230"
"HOSPC","hospc_2013_DATA",33864,"B000000","Line(03200)","300", , , , , ,"362","662"
"HOSPC","hospc_2013_DATA",33864,"B000000","Line(05000)","5507","453","119","308", , ,"7700","14087"
"HOSPC","hospc_2013_DATA",33864,"B000000","Line(05100)","2576", , , , , ,"3106","5682"
"Entity[33864] Report(B10000*)", , , , , ,"Entity[33864] Report(B10000*[0100])","Entity[33864] Report(B10000*[0200])","Entity[33864] Report(B10000*[0300])", , ,"Entity[33864] Report(B10000*[0600])"
"HOSPC","hospc_2013_DATA",33864,"B10000*","Line(00100)", ,"CAPITAL","CAPITAL","PLANT", , ,"ADMINIS-"
"HOSPC","hospc_2013_DATA",33864,"B10000*","Line(00200)", ,"BLDGS &","MOVABLE","OPER. &", , ,"TRATIVE &"
"HOSPC","hospc_2013_DATA",33864,"B10000*","Line(00300)", ,"FIXTURES","EQUIPMENT","MAINT.", , ,"GENERAL"
"HOSPC","hospc_2013_DATA",33864,"B10000*","Line(00400)", ,"SQUARE","SQUARE","SQUARE", , ,"ACCUM."
"HOSPC","hospc_2013_DATA",33864,"B10000*","Line(00500)", ,"FEET","FEET","FEET", , ,"COSTS"
"Entity[33864] Report(B100000)", , , , , ,"Entity[33864] Report(B100000[0100])","Entity[33864] Report(B100000[0200])","Entity[33864] Report(B100000[0300])", , ,"Entity[33864] Report(B100000[0600])"
"HOSPC","hospc_2013_DATA",33864,"B100000","Line(00000)", , , , , , ,"X"
"HOSPC","hospc_2013_DATA",33864,"B100000","Line(00100)", ,"513"
"HOSPC","hospc_2013_DATA",33864,"B100000","Line(00200)", , ,"513"
"HOSPC","hospc_2013_DATA",33864,"B100000","Line(00300)", , , ,"513"
"HOSPC","hospc_2013_DATA",33864,"B100000","Line(00600)", ,"46","46","46", , ,"344074"
"HOSPC","hospc_2013_DATA",33864,"B100000","Line(01000)", , , , , , ,"128493"
"HOSPC","hospc_2013_DATA",33864,"B100000","Line(01500)", , , , , , ,"8529"
"HOSPC","hospc_2013_DATA",33864,"B100000","Line(01600)", ,"433","433","433", , ,"123958"
"HOSPC","hospc_2013_DATA",33864,"B100000","Line(02000)", ,"18","18","18", , ,"40532"
"HOSPC","hospc_2013_DATA",33864,"B100000","Line(02100)", , , , , , ,"244"
"HOSPC","hospc_2013_DATA",33864,"B100000","Line(02400)", , , , , , ,"7300"
"HOSPC","hospc_2013_DATA",33864,"B100000","Line(03000)", , , , , , ,"17943"
"HOSPC","hospc_2013_DATA",33864,"B100000","Line(03100)", , , , , , ,"7812"
"HOSPC","hospc_2013_DATA",33864,"B100000","Line(03200)", , , , , , ,"300"
"HOSPC","hospc_2013_DATA",33864,"B100000","Line(05000)", ,"16","16","16", , ,"6387"
"HOSPC","hospc_2013_DATA",33864,"B100000","Line(05100)", , , , , , ,"2576"
"HOSPC","hospc_2013_DATA",33864,"B100000","Line(10000)", ,"14540","3802","9872", , ,"414809"
