"Entity[33974] Report(B000000)", , , , ,"Entity[33974] Report(B000000[0000])","Entity[33974] Report(B000000[0100])", ,"Entity[33974] Report(B000000[0300])", ,"Entity[33974] Report(B000000[0500])","Entity[33974] Report(B000000[0600])","Entity[33974] Report(B000000[0700])"
"HOSPC","hospc_2013_DATA",33974,"B000000","Line(00100)","38947","38947"
"HOSPC","hospc_2013_DATA",33974,"B000000","Line(00300)","36375", , ,"36375"
"HOSPC","hospc_2013_DATA",33974,"B000000","Line(00500)","23801", , , , ,"23801"
"HOSPC","hospc_2013_DATA",33974,"B000000","Line(00600)","471120","3735", ,"3488", ,"23801","502144"
"HOSPC","hospc_2013_DATA",33974,"B000000","Line(01000)","62383","3740", ,"3493", , ,"26515","96131"
"HOSPC","hospc_2013_DATA",33974,"B000000","Line(01100)","43330","2608", ,"2436", , ,"18424","66798"
"HOSPC","hospc_2013_DATA",33974,"B000000","Line(01600)","191748", , , , , ,"73031","264779"
"HOSPC","hospc_2013_DATA",33974,"B000000","Line(02000)","70793", , , , , ,"26963","97756"
"HOSPC","hospc_2013_DATA",33974,"B000000","Line(02100)","65382", , , , , ,"24902","90284"
"HOSPC","hospc_2013_DATA",33974,"B000000","Line(02400)","100662", , , , , ,"38339","139001"
"HOSPC","hospc_2013_DATA",33974,"B000000","Line(03030)","43194", , , , , ,"16451","59645"
"HOSPC","hospc_2013_DATA",33974,"B000000","Line(03031)","11481", , , , , ,"4373","15854"
"HOSPC","hospc_2013_DATA",33974,"B000000","Line(03032)","2878", , , , , ,"1096","3974"
"HOSPC","hospc_2013_DATA",33974,"B000000","Line(03100)","100735", , , , , ,"38367","139102"
"HOSPC","hospc_2013_DATA",33974,"B000000","Line(03200)","432", , , , , ,"165","597"
"HOSPC","hospc_2013_DATA",33974,"B000000","Line(03400)","282", , , , , ,"107","389"
"HOSPC","hospc_2013_DATA",33974,"B000000","Line(03500)","15031", , , , , ,"5725","20756"
"HOSPC","hospc_2013_DATA",33974,"B000000","Line(05000)","28185", , , , , ,"10735","38920"
"HOSPC","hospc_2013_DATA",33974,"B000000","Line(05200)","14985", , , , , ,"5707","20692"
"HOSPC","hospc_2013_DATA",33974,"B000000","Line(05300)","498816","28864", ,"26958", , ,"211244","765882"
"Entity[33974] Report(B10000*)", , , , , ,"Entity[33974] Report(B10000*[0100])","Entity[33974] Report(B10000*[0200])","Entity[33974] Report(B10000*[0300])","Entity[33974] Report(B10000*[0400])","Entity[33974] Report(B10000*[0500])","Entity[33974] Report(B10000*[0600])"
"HOSPC","hospc_2013_DATA",33974,"B10000*","Line(00100)", ,"CAPITAL","CAPITAL","PLANT","TRANS-","VOLUNT.","ADMINIS-"
"HOSPC","hospc_2013_DATA",33974,"B10000*","Line(00200)", ,"BLDGS &","MOVABLE","OPER. &","PORTAT-","SERVICES","TRATIVE &"
"HOSPC","hospc_2013_DATA",33974,"B10000*","Line(00300)", ,"FIXTURES","EQUIPMENT","MAINT.","ION","COORDI.","GENERAL"
"HOSPC","hospc_2013_DATA",33974,"B10000*","Line(00400)", ,"SQUARE","NO","SQURE","NO","HOURS OF","ACCUM."
"HOSPC","hospc_2013_DATA",33974,"B10000*","Line(00500)", ,"FEET","STATISTICS","FEET","STATISTICS","SERVICE","COSTS"
"Entity[33974] Report(B100000)", , , , , ,"Entity[33974] Report(B100000[0100])", ,"Entity[33974] Report(B100000[0300])", ,"Entity[33974] Report(B100000[0500])","Entity[33974] Report(B100000[0600])"
"HOSPC","hospc_2013_DATA",33974,"B100000","Line(00000)", , , , , , ,"X"
"HOSPC","hospc_2013_DATA",33974,"B100000","Line(00100)", ,"16350"
"HOSPC","hospc_2013_DATA",33974,"B100000","Line(00300)", , , ,"16350"
"HOSPC","hospc_2013_DATA",33974,"B100000","Line(00500)", , , , , ,"1741"
"HOSPC","hospc_2013_DATA",33974,"B100000","Line(00600)", ,"1568", ,"1568", ,"1741","1318416"
"HOSPC","hospc_2013_DATA",33974,"B100000","Line(01000)", ,"1570", ,"1570", , ,"69616"
"HOSPC","hospc_2013_DATA",33974,"B100000","Line(01100)", ,"1095", ,"1095", , ,"48374"
"HOSPC","hospc_2013_DATA",33974,"B100000","Line(01600)", , , , , , ,"191748"
"HOSPC","hospc_2013_DATA",33974,"B100000","Line(02000)", , , , , , ,"70793"
"HOSPC","hospc_2013_DATA",33974,"B100000","Line(02100)", , , , , , ,"65382"
"HOSPC","hospc_2013_DATA",33974,"B100000","Line(02400)", , , , , , ,"100662"
"HOSPC","hospc_2013_DATA",33974,"B100000","Line(03030)", , , , , , ,"43194"
"HOSPC","hospc_2013_DATA",33974,"B100000","Line(03031)", , , , , , ,"11481"
"HOSPC","hospc_2013_DATA",33974,"B100000","Line(03032)", , , , , , ,"2878"
"HOSPC","hospc_2013_DATA",33974,"B100000","Line(03100)", , , , , , ,"100735"
"HOSPC","hospc_2013_DATA",33974,"B100000","Line(03200)", , , , , , ,"432"
"HOSPC","hospc_2013_DATA",33974,"B100000","Line(03400)", , , , , , ,"282"
"HOSPC","hospc_2013_DATA",33974,"B100000","Line(03500)", , , , , , ,"15031"
"HOSPC","hospc_2013_DATA",33974,"B100000","Line(05000)", , , , , , ,"28185"
"HOSPC","hospc_2013_DATA",33974,"B100000","Line(05200)", , , , , , ,"14985"
"HOSPC","hospc_2013_DATA",33974,"B100000","Line(05300)", ,"12117", ,"12117", , ,"554638"
"HOSPC","hospc_2013_DATA",33974,"B100000","Line(10000)", ,"38947", ,"36375", ,"23801","502144"
