"Entity[34013] Report(D000000)", , , , , ,"Entity[34013] Report(D000000[0100])", ,"Entity[34013] Report(D000000[0300])","Entity[34013] Report(D000000[0400])"
"HOSPC","hospc_2013_DATA",34013,"D000000","Line(00100)", , , , ,"2213168"
"HOSPC","hospc_2013_DATA",34013,"D000000","Line(00200)", , , , ,"26197"
"HOSPC","hospc_2013_DATA",34013,"D000000","Line(00300)", , , , ,"84"
"HOSPC","hospc_2013_DATA",34013,"D000000","Line(00400)", ,"25246"
"HOSPC","hospc_2013_DATA",34013,"D000000","Line(00500)", ,"2132782"
"HOSPC","hospc_2013_DATA",34013,"D000000","Line(01200)", , , ,"951"
