"----------"," Entity 32672"," Report D000000 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","","","","", , , , , , , , , , , , , , , 
"","TITLE XVIII","TITLE XIX","OTHER","TOTAL", , , , , , , , , , , , , , , 
"","-1","-2","-3","-4", , , , , , , , , , , , , , , 
 ,"Entity[32672] Report(D000000[0100])", ,"Entity[32672] Report(D000000[0300])","Entity[32672] Report(D000000[0400])", , , , , , , , , , , , , , , 
 , , , ,"682098", , , , , , , , , , , , , , , 
 , , , ,"1369", , , , , , , , , , , , , , , 
 , , , ,"498", , , , , , , , , , , , , , , 
 ,"566", , , , , , , , , , , , , , , , , , 
 ,"282010", , , , , , , , , , , , , , , , , , 
 ,"3", , , , , , , , , , , , , , , , , , 
 ,"1495", , , , , , , , , , , , , , , , , , 
 , , ,"803", , , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
