"Entity[32672] Report(B000000)", , , , ,"Entity[32672] Report(B000000[0000])","Entity[32672] Report(B000000[0100])","Entity[32672] Report(B000000[0200])","Entity[32672] Report(B000000[0300])", ,"Entity[32672] Report(B000000[0500])","Entity[32672] Report(B000000[0600])","Entity[32672] Report(B000000[0700])"
"HOSPC","hospc_2013_DATA",32672,"B000000","Line(00100)","40115","40115"
"HOSPC","hospc_2013_DATA",32672,"B000000","Line(00200)","4203", ,"4203"
"HOSPC","hospc_2013_DATA",32672,"B000000","Line(00300)","6564", , ,"6564"
"HOSPC","hospc_2013_DATA",32672,"B000000","Line(00500)","20013","1383","145","226", ,"21767"
"HOSPC","hospc_2013_DATA",32672,"B000000","Line(00600)","243999","29133","3052","4767", ,"21767","302718"
"HOSPC","hospc_2013_DATA",32672,"B000000","Line(01500)","3000", , , , , ,"2394","5394"
"HOSPC","hospc_2013_DATA",32672,"B000000","Line(01600)","290061","5030","527","823", , ,"236539","532980"
"HOSPC","hospc_2013_DATA",32672,"B000000","Line(01700)","5008", , , , , ,"3996","9004"
"HOSPC","hospc_2013_DATA",32672,"B000000","Line(02000)","19024","2767","290","453", , ,"17981","40515"
"HOSPC","hospc_2013_DATA",32672,"B000000","Line(02100)","710","1383","145","226", , ,"1966","4430"
"HOSPC","hospc_2013_DATA",32672,"B000000","Line(02200)","1188", , , , , ,"948","2136"
"HOSPC","hospc_2013_DATA",32672,"B000000","Line(02400)","14613", , , , , ,"11660","26273"
"HOSPC","hospc_2013_DATA",32672,"B000000","Line(03000)","12435", , , , , ,"9922","22357"
"HOSPC","hospc_2013_DATA",32672,"B000000","Line(03500)", ,"419","44","69", , ,"424","956"
"HOSPC","hospc_2013_DATA",32672,"B000000","Line(05000)","21165", , , , , ,"16888","38053"
"Entity[32672] Report(B10000*)", , , , , ,"Entity[32672] Report(B10000*[0100])","Entity[32672] Report(B10000*[0200])","Entity[32672] Report(B10000*[0300])","Entity[32672] Report(B10000*[0400])","Entity[32672] Report(B10000*[0500])","Entity[32672] Report(B10000*[0600])"
"HOSPC","hospc_2013_DATA",32672,"B10000*","Line(00100)", ,"CAPITAL","CAPITAL","PLANT","TRANS-","VOLUNT.","ADMINIS-"
"HOSPC","hospc_2013_DATA",32672,"B10000*","Line(00200)", ,"BLDGS &","MOVABLE","OPER. &","PORTAT-","SERVICES","TRATIVE &"
"HOSPC","hospc_2013_DATA",32672,"B10000*","Line(00300)", ,"FIXTURES","EQUIPMENT","MAINT.","ION","COORDI.","GENERAL"
"HOSPC","hospc_2013_DATA",32672,"B10000*","Line(00400)", ,"SQUARE","SQUARE","SQUARE","N/A","HOURS","ACCUM."
"HOSPC","hospc_2013_DATA",32672,"B10000*","Line(00500)", ,"FEET","FEET","FEET", , ,"COSTS"
"Entity[32672] Report(B100000)", , , , , ,"Entity[32672] Report(B100000[0100])","Entity[32672] Report(B100000[0200])","Entity[32672] Report(B100000[0300])", ,"Entity[32672] Report(B100000[0500])","Entity[32672] Report(B100000[0600])"
"HOSPC","hospc_2013_DATA",32672,"B100000","Line(00000)", , , , , , ,"X"
"HOSPC","hospc_2013_DATA",32672,"B100000","Line(00100)", ,"957"
"HOSPC","hospc_2013_DATA",32672,"B100000","Line(00200)", , ,"957"
"HOSPC","hospc_2013_DATA",32672,"B100000","Line(00300)", , , ,"957"
"HOSPC","hospc_2013_DATA",32672,"B100000","Line(00500)", ,"33","33","33", ,"527"
"HOSPC","hospc_2013_DATA",32672,"B100000","Line(00600)", ,"695","695","695", ,"527","379380"
"HOSPC","hospc_2013_DATA",32672,"B100000","Line(01500)", , , , , , ,"3000"
"HOSPC","hospc_2013_DATA",32672,"B100000","Line(01600)", ,"120","120","120", , ,"296441"
"HOSPC","hospc_2013_DATA",32672,"B100000","Line(01700)", , , , , , ,"5008"
"HOSPC","hospc_2013_DATA",32672,"B100000","Line(02000)", ,"66","66","66", , ,"22534"
"HOSPC","hospc_2013_DATA",32672,"B100000","Line(02100)", ,"33","33","33", , ,"2464"
"HOSPC","hospc_2013_DATA",32672,"B100000","Line(02200)", , , , , , ,"1188"
"HOSPC","hospc_2013_DATA",32672,"B100000","Line(02400)", , , , , , ,"14613"
"HOSPC","hospc_2013_DATA",32672,"B100000","Line(03000)", , , , , , ,"12435"
"HOSPC","hospc_2013_DATA",32672,"B100000","Line(03500)", ,"10","10","10", , ,"532"
"HOSPC","hospc_2013_DATA",32672,"B100000","Line(05000)", , , , , , ,"21165"
"HOSPC","hospc_2013_DATA",32672,"B100000","Line(10000)", ,"40115","4203","6564", ,"21767"
