"-------------","-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 36529","G000000 ","-------------","-------------","-----------",""
"-------------","-------------","-------------", ,"","Assets","General","Purpose","Endowment","Plant", , 
"-------------","-------------","-------------", ,"","(Omit cents)","Fund","Fund","Fund","Fund", , 
"-------------","-------------","-------------", ,"","","1","2","3","4", , 
"-------------","-------------","-------------", ,"","CURRENT  ASSETS","","","","", , 
 , , , , , , , , , , , 
"Entity[36529] Report(G000000)", , , , , ,"Entity[36529] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",36529,"G000000","Line(00100)", ,"986"
"HOSPC","hospc_2013_DATA",36529,"G000000","Line(01100)", ,"986"
"HOSPC","hospc_2013_DATA",36529,"G000000","Line(02300)", ,"5000"
"HOSPC","hospc_2013_DATA",36529,"G000000","Line(02400)", ,"333"
"HOSPC","hospc_2013_DATA",36529,"G000000","Line(02700)", ,"4667"
"HOSPC","hospc_2013_DATA",36529,"G000000","Line(03300)", ,"5653"
"HOSPC","hospc_2013_DATA",36529,"G000000","Line(03600)", ,"930"
"HOSPC","hospc_2013_DATA",36529,"G000000","Line(04200)", ,"930"
"HOSPC","hospc_2013_DATA",36529,"G000000","Line(05000)", ,"930"
"HOSPC","hospc_2013_DATA",36529,"G000000","Line(05100)", ,"41188"
"HOSPC","hospc_2013_DATA",36529,"G000000","Line(05800)", ,"41188"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"-------------","-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 36529","G100000 ","-------------","-------------","-----------",""
"-------------","-------------","-------------", ,"","","","GENERAL ","SPECIFIC ","ENDOWMENT","PLANT  FUND", 
"-------------","-------------","-------------", ,"","","","FUND","PURPOSE  FUND","FUND","", 
"-------------","-------------","-------------", ,"","","","1","2","3","4", 
 , , , , , , , , , , , 
"Entity[36529] Report(G100000)", , , , ,"Entity[36529] Report(G100000[0000])","Entity[36529] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",36529,"G100000","Line(00100)", ,"41188"
"HOSPC","hospc_2013_DATA",36529,"G100000","Line(00300)", ,"41188"
"HOSPC","hospc_2013_DATA",36529,"G100000","Line(00400)","CAPITAL INVESTMENT"
"HOSPC","hospc_2013_DATA",36529,"G100000","Line(01100)", ,"41188"
"HOSPC","hospc_2013_DATA",36529,"G100000","Line(01200)","CAPITAL WITHDRAWALS"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"-------------","-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 36529","G200002 ","-------------","-------------","-----------",""
"-------------","-------------","-------------", ,"","PART II - OPERATING EXPENSES", , , , , , 
 , , , , , , , , , , , 
"Entity[36529] Report(G200002)", , , , , , ,"Entity[36529] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",36529,"G200002","Line(01500)", , ,"36465"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
