"Entity[33988] Report(G000000)", , , , , ,"Entity[33988] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",33988,"G000000","Line(00100)", ,"-8848"
"HOSPC","hospc_2013_DATA",33988,"G000000","Line(00900)", ,"659600"
"HOSPC","hospc_2013_DATA",33988,"G000000","Line(01100)", ,"650752"
"HOSPC","hospc_2013_DATA",33988,"G000000","Line(01900)", ,"2872"
"HOSPC","hospc_2013_DATA",33988,"G000000","Line(02000)", ,"1475"
"HOSPC","hospc_2013_DATA",33988,"G000000","Line(02600)", ,"23255"
"HOSPC","hospc_2013_DATA",33988,"G000000","Line(02700)", ,"24652"
"HOSPC","hospc_2013_DATA",33988,"G000000","Line(03300)", ,"675404"
"HOSPC","hospc_2013_DATA",33988,"G000000","Line(03400)", ,"-3563"
"HOSPC","hospc_2013_DATA",33988,"G000000","Line(03700)", ,"-59562"
"HOSPC","hospc_2013_DATA",33988,"G000000","Line(04100)", ,"56259"
"HOSPC","hospc_2013_DATA",33988,"G000000","Line(04200)", ,"-6866"
"HOSPC","hospc_2013_DATA",33988,"G000000","Line(04700)", ,"110000"
"HOSPC","hospc_2013_DATA",33988,"G000000","Line(04900)", ,"110000"
"HOSPC","hospc_2013_DATA",33988,"G000000","Line(05000)", ,"103134"
"HOSPC","hospc_2013_DATA",33988,"G000000","Line(05100)", ,"572270"
"HOSPC","hospc_2013_DATA",33988,"G000000","Line(05800)", ,"572270"
"Entity[33988] Report(G100000)", , , , , ,"Entity[33988] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",33988,"G100000","Line(00100)", ,"88454"
"HOSPC","hospc_2013_DATA",33988,"G100000","Line(00200)", ,"483816"
"HOSPC","hospc_2013_DATA",33988,"G100000","Line(00300)", ,"572270"
"HOSPC","hospc_2013_DATA",33988,"G100000","Line(01100)", ,"572270"
"Entity[33988] Report(G200001)", , , , , ,"Entity[33988] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",33988,"G200001","Line(00400)", ,"2415505"
"Entity[33988] Report(G200002)", , , , , , ,"Entity[33988] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",33988,"G200002","Line(00100)", , ,"1931689"
"HOSPC","hospc_2013_DATA",33988,"G200002","Line(01500)", , ,"1931689"
