"Entity[33943] Report(G000000)", , , , , ,"Entity[33943] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",33943,"G000000","Line(00100)", ,"4552619"
"HOSPC","hospc_2013_DATA",33943,"G000000","Line(00200)", ,"13271382"
"HOSPC","hospc_2013_DATA",33943,"G000000","Line(00400)", ,"4131670"
"HOSPC","hospc_2013_DATA",33943,"G000000","Line(00500)", ,"774200"
"HOSPC","hospc_2013_DATA",33943,"G000000","Line(00600)", ,"203746"
"HOSPC","hospc_2013_DATA",33943,"G000000","Line(00700)", ,"91320"
"HOSPC","hospc_2013_DATA",33943,"G000000","Line(00800)", ,"409480"
"HOSPC","hospc_2013_DATA",33943,"G000000","Line(00900)", ,"75942"
"HOSPC","hospc_2013_DATA",33943,"G000000","Line(01100)", ,"23102867"
"HOSPC","hospc_2013_DATA",33943,"G000000","Line(01200)", ,"518335"
"HOSPC","hospc_2013_DATA",33943,"G000000","Line(01300)", ,"1328967"
"HOSPC","hospc_2013_DATA",33943,"G000000","Line(01400)", ,"931252"
"HOSPC","hospc_2013_DATA",33943,"G000000","Line(01500)", ,"10950975"
"HOSPC","hospc_2013_DATA",33943,"G000000","Line(01600)", ,"2226455"
"HOSPC","hospc_2013_DATA",33943,"G000000","Line(01700)", ,"131977"
"HOSPC","hospc_2013_DATA",33943,"G000000","Line(01800)", ,"41599"
"HOSPC","hospc_2013_DATA",33943,"G000000","Line(01900)", ,"5328454"
"HOSPC","hospc_2013_DATA",33943,"G000000","Line(02000)", ,"3804595"
"HOSPC","hospc_2013_DATA",33943,"G000000","Line(02300)", ,"74594"
"HOSPC","hospc_2013_DATA",33943,"G000000","Line(02400)", ,"58888"
"HOSPC","hospc_2013_DATA",33943,"G000000","Line(02700)", ,"11270513"
"HOSPC","hospc_2013_DATA",33943,"G000000","Line(03300)", ,"34373380"
"HOSPC","hospc_2013_DATA",33943,"G000000","Line(03400)", ,"1449541"
"HOSPC","hospc_2013_DATA",33943,"G000000","Line(03600)", ,"1303609"
"HOSPC","hospc_2013_DATA",33943,"G000000","Line(03800)", ,"12406"
"HOSPC","hospc_2013_DATA",33943,"G000000","Line(04100)", ,"996879"
"HOSPC","hospc_2013_DATA",33943,"G000000","Line(04200)", ,"3762435"
"HOSPC","hospc_2013_DATA",33943,"G000000","Line(04400)", ,"140592"
"HOSPC","hospc_2013_DATA",33943,"G000000","Line(04900)", ,"140592"
"HOSPC","hospc_2013_DATA",33943,"G000000","Line(05000)", ,"3903027"
"HOSPC","hospc_2013_DATA",33943,"G000000","Line(05100)", ,"30470353"
"HOSPC","hospc_2013_DATA",33943,"G000000","Line(05800)", ,"30470353"
"Entity[33943] Report(G100000)", , , , ,"Entity[33943] Report(G100000[0000])","Entity[33943] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",33943,"G100000","Line(00100)", ,"27355410"
"HOSPC","hospc_2013_DATA",33943,"G100000","Line(00200)", ,"3114945"
"HOSPC","hospc_2013_DATA",33943,"G100000","Line(00300)", ,"30470355"
"HOSPC","hospc_2013_DATA",33943,"G100000","Line(01100)", ,"30470355"
"HOSPC","hospc_2013_DATA",33943,"G100000","Line(01200)","ROUNDING","2"
"HOSPC","hospc_2013_DATA",33943,"G100000","Line(01800)", ,"2"
"Entity[33943] Report(G200001)", , , , , ,"Entity[33943] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",33943,"G200001","Line(00400)", ,"46676696"
"Entity[33943] Report(G200002)", , , , ,"Entity[33943] Report(G200002[0000])","Entity[33943] Report(G200002[0100])","Entity[33943] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",33943,"G200002","Line(00100)", , ,"12729974"
"HOSPC","hospc_2013_DATA",33943,"G200002","Line(00200)","OPERATING EXPENSES OF OTHER ENTITIES","31042752"
"HOSPC","hospc_2013_DATA",33943,"G200002","Line(00300)","LOSS ON DISPOSAL OF PROPERTY AND EQU","48919"
"HOSPC","hospc_2013_DATA",33943,"G200002","Line(00400)","NET ASSETS RELEASED FROM RESTRICTION","139543"
"HOSPC","hospc_2013_DATA",33943,"G200002","Line(00500)","NET ASSETS RELEASED FROM RESTRICTION","15114"
"HOSPC","hospc_2013_DATA",33943,"G200002","Line(00800)", , ,"31246328"
"HOSPC","hospc_2013_DATA",33943,"G200002","Line(00900)","CONTRIBUTIONS AND BEQUEST","58777"
"HOSPC","hospc_2013_DATA",33943,"G200002","Line(01000)","NET UNREALIZED GAINS ON INVESTMENT","314685"
"HOSPC","hospc_2013_DATA",33943,"G200002","Line(01100)","INTEREST INCOME","12852"
"HOSPC","hospc_2013_DATA",33943,"G200002","Line(01200)","CHANGE IN BENEFICIAL INTEREST IN SPL","28237"
"HOSPC","hospc_2013_DATA",33943,"G200002","Line(01400)", , ,"414551"
"HOSPC","hospc_2013_DATA",33943,"G200002","Line(01500)", , ,"43561751"
