"Entity[34018] Report(D000000)", , , , , ,"Entity[34018] Report(D000000[0100])","Entity[34018] Report(D000000[0200])","Entity[34018] Report(D000000[0300])","Entity[34018] Report(D000000[0400])"
"HOSPC","hospc_2013_DATA",34018,"D000000","Line(00100)", , , , ,"1398839"
"HOSPC","hospc_2013_DATA",34018,"D000000","Line(00200)", , , , ,"8185"
"HOSPC","hospc_2013_DATA",34018,"D000000","Line(00300)", , , , ,"171"
"HOSPC","hospc_2013_DATA",34018,"D000000","Line(00400)", ,"7294"
"HOSPC","hospc_2013_DATA",34018,"D000000","Line(00500)", ,"1246545"
"HOSPC","hospc_2013_DATA",34018,"D000000","Line(00600)", , ,"161"
"HOSPC","hospc_2013_DATA",34018,"D000000","Line(00700)", , ,"27515"
"HOSPC","hospc_2013_DATA",34018,"D000000","Line(00800)", ,"1180"
"HOSPC","hospc_2013_DATA",34018,"D000000","Line(00900)", ,"201662"
"HOSPC","hospc_2013_DATA",34018,"D000000","Line(01000)", , ,"13"
"HOSPC","hospc_2013_DATA",34018,"D000000","Line(01100)", , ,"2222"
"HOSPC","hospc_2013_DATA",34018,"D000000","Line(01200)", , , ,"730"
