"Entity[34052] Report(G000000)", , , , , ,"Entity[34052] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",34052,"G000000","Line(00100)", ,"194098"
"HOSPC","hospc_2013_DATA",34052,"G000000","Line(00500)", ,"30000"
"HOSPC","hospc_2013_DATA",34052,"G000000","Line(01100)", ,"224098"
"HOSPC","hospc_2013_DATA",34052,"G000000","Line(02300)", ,"3721"
"HOSPC","hospc_2013_DATA",34052,"G000000","Line(02400)", ,"2484"
"HOSPC","hospc_2013_DATA",34052,"G000000","Line(02700)", ,"1237"
"HOSPC","hospc_2013_DATA",34052,"G000000","Line(03100)", ,"121007"
"HOSPC","hospc_2013_DATA",34052,"G000000","Line(03200)", ,"121007"
"HOSPC","hospc_2013_DATA",34052,"G000000","Line(03300)", ,"346342"
"HOSPC","hospc_2013_DATA",34052,"G000000","Line(03400)", ,"1373"
"HOSPC","hospc_2013_DATA",34052,"G000000","Line(04200)", ,"1373"
"HOSPC","hospc_2013_DATA",34052,"G000000","Line(05000)", ,"1373"
"HOSPC","hospc_2013_DATA",34052,"G000000","Line(05100)", ,"344969"
"HOSPC","hospc_2013_DATA",34052,"G000000","Line(05800)", ,"344969"
"Entity[34052] Report(G100000)", , , , , ,"Entity[34052] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",34052,"G100000","Line(00100)", ,"311145"
"HOSPC","hospc_2013_DATA",34052,"G100000","Line(00200)", ,"178966"
"HOSPC","hospc_2013_DATA",34052,"G100000","Line(00300)", ,"490111"
"HOSPC","hospc_2013_DATA",34052,"G100000","Line(01100)", ,"490111"
"HOSPC","hospc_2013_DATA",34052,"G100000","Line(01200)", ,"145142"
"HOSPC","hospc_2013_DATA",34052,"G100000","Line(01800)", ,"145142"
"Entity[34052] Report(G200001)", , , , , ,"Entity[34052] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",34052,"G200001","Line(00300)", ,"3558898"
"Entity[34052] Report(G200002)", , , , , , ,"Entity[34052] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",34052,"G200002","Line(00100)", , ,"3379932"
"HOSPC","hospc_2013_DATA",34052,"G200002","Line(01500)", , ,"3379932"
