"Entity[33743] Report(B000000)", , , , ,"Entity[33743] Report(B000000[0000])","Entity[33743] Report(B000000[0100])","Entity[33743] Report(B000000[0200])", , , ,"Entity[33743] Report(B000000[0600])","Entity[33743] Report(B000000[0700])"
"HOSPC","hospc_2013_DATA",33743,"B000000","Line(00100)","5557","5557"
"HOSPC","hospc_2013_DATA",33743,"B000000","Line(00200)","105", ,"105"
"HOSPC","hospc_2013_DATA",33743,"B000000","Line(00600)","7178","5557","105", , , ,"12840"
"HOSPC","hospc_2013_DATA",33743,"B000000","Line(01600)","2029", , , , , ,"5224","7253"
"HOSPC","hospc_2013_DATA",33743,"B000000","Line(02000)","482", , , , , ,"1241","1723"
"HOSPC","hospc_2013_DATA",33743,"B000000","Line(02100)","134", , , , , ,"345","479"
"HOSPC","hospc_2013_DATA",33743,"B000000","Line(02400)","559", , , , , ,"1439","1998"
"HOSPC","hospc_2013_DATA",33743,"B000000","Line(03000)","143", , , , , ,"368","511"
"HOSPC","hospc_2013_DATA",33743,"B000000","Line(05100)","8", , , , , ,"21","29"
"HOSPC","hospc_2013_DATA",33743,"B000000","Line(05300)","1632", , , , , ,"4202","5834"
"Entity[33743] Report(B10000*)", , , , , ,"Entity[33743] Report(B10000*[0100])","Entity[33743] Report(B10000*[0200])","Entity[33743] Report(B10000*[0300])","Entity[33743] Report(B10000*[0400])","Entity[33743] Report(B10000*[0500])","Entity[33743] Report(B10000*[0600])"
"HOSPC","hospc_2013_DATA",33743,"B10000*","Line(00100)", ,"CAPITAL","CAPITAL","PLANT","TRANS-","VOLUNT.","ADMINIS-"
"HOSPC","hospc_2013_DATA",33743,"B10000*","Line(00200)", ,"BLDGS &","MOVABLE","OPER. &","PORTAT-","SERVICES","TRATIVE &"
"HOSPC","hospc_2013_DATA",33743,"B10000*","Line(00300)", ,"FIXTURES","EQUIPMENT","MAINT.","ION","COORDI.","GENERAL"
"HOSPC","hospc_2013_DATA",33743,"B10000*","Line(00400)", ,"NO","NO","NO","NO","NO","ACCUM."
"HOSPC","hospc_2013_DATA",33743,"B10000*","Line(00500)", ,"STATISTICS","STATISTICS","STATISTICS","STATISTICS","STATISTICS","COSTS"
"Entity[33743] Report(B100000)", , , , , ,"Entity[33743] Report(B100000[0100])","Entity[33743] Report(B100000[0200])","Entity[33743] Report(B100000[0300])", , ,"Entity[33743] Report(B100000[0600])"
"HOSPC","hospc_2013_DATA",33743,"B100000","Line(00000)", , , , , , ,"X"
"HOSPC","hospc_2013_DATA",33743,"B100000","Line(00100)", ,"1265"
"HOSPC","hospc_2013_DATA",33743,"B100000","Line(00200)", , ,"100"
"HOSPC","hospc_2013_DATA",33743,"B100000","Line(00300)", , , ,"100"
"HOSPC","hospc_2013_DATA",33743,"B100000","Line(00600)", ,"1265","100","100", , ,"4987"
"HOSPC","hospc_2013_DATA",33743,"B100000","Line(01600)", , , , , , ,"2029"
"HOSPC","hospc_2013_DATA",33743,"B100000","Line(02000)", , , , , , ,"482"
"HOSPC","hospc_2013_DATA",33743,"B100000","Line(02100)", , , , , , ,"134"
"HOSPC","hospc_2013_DATA",33743,"B100000","Line(02400)", , , , , , ,"559"
"HOSPC","hospc_2013_DATA",33743,"B100000","Line(03000)", , , , , , ,"143"
"HOSPC","hospc_2013_DATA",33743,"B100000","Line(05100)", , , , , , ,"8"
"HOSPC","hospc_2013_DATA",33743,"B100000","Line(05300)", , , , , , ,"1632"
"HOSPC","hospc_2013_DATA",33743,"B100000","Line(10000)", ,"5557","105"
