"Entity[33743] Report(G000000)", , , , , ,"Entity[33743] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",33743,"G000000","Line(00400)", ,"18133"
"HOSPC","hospc_2013_DATA",33743,"G000000","Line(00800)", ,"1765"
"HOSPC","hospc_2013_DATA",33743,"G000000","Line(01100)", ,"19898"
"HOSPC","hospc_2013_DATA",33743,"G000000","Line(01900)", ,"6314"
"HOSPC","hospc_2013_DATA",33743,"G000000","Line(02000)", ,"105"
"HOSPC","hospc_2013_DATA",33743,"G000000","Line(02700)", ,"6209"
"HOSPC","hospc_2013_DATA",33743,"G000000","Line(03100)", ,"850000"
"HOSPC","hospc_2013_DATA",33743,"G000000","Line(03200)", ,"850000"
"HOSPC","hospc_2013_DATA",33743,"G000000","Line(03300)", ,"876107"
"HOSPC","hospc_2013_DATA",33743,"G000000","Line(03400)", ,"50"
"HOSPC","hospc_2013_DATA",33743,"G000000","Line(03500)", ,"3407"
"HOSPC","hospc_2013_DATA",33743,"G000000","Line(04100)", ,"872346"
"HOSPC","hospc_2013_DATA",33743,"G000000","Line(04200)", ,"875803"
"HOSPC","hospc_2013_DATA",33743,"G000000","Line(05000)", ,"875803"
"Entity[33743] Report(G200001)", , , , , ,"Entity[33743] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",33743,"G200001","Line(00300)", ,"18133"
"Entity[33743] Report(G200002)", , , , , , ,"Entity[33743] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",33743,"G200002","Line(00100)", , ,"17829"
"HOSPC","hospc_2013_DATA",33743,"G200002","Line(01500)", , ,"17829"
