"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 36395","S000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"use only","","  [  ]  Desk Reviewed","","","","Intermediary No.","","[  ] Final", , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[36395] Report(S000000[0100])","Entity[36395] Report(S000000[0200])","Entity[36395] Report(S000000[0300])", , , , , , , , , , , , 
"hospc_2013_DATA",36395,"S000000","Line(00100)", ,"1","06/09/2014","N", , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 36395","S100000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"1","Name:","","","","Address:","","","City:","State:","Zip Code:     ","1", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[36395] Report(S100000[0100])","Entity[36395] Report(S100000[0200])","Entity[36395] Report(S100000[0300])","Entity[36395] Report(S100000[0400])","Entity[36395] Report(S100000[0500])","Entity[36395] Report(S100000[0600])", , , , , , , , , 
"hospc_2013_DATA",36395,"S100000","Line(00100)", ,"SOUTHERNCARE WASHINGTON","90 WEST CHESTNUT ST. 5TH FLOOR  SUIT","WASHINGTON","PA","15301", , , , , , , , , , 
"hospc_2013_DATA",36395,"S100000","Line(00200)", ,"WASHINGTON", , , , , , , , , , , , , , 
"hospc_2013_DATA",36395,"S100000","Line(00300)", ,"04/05/2005", , , , , , , , , , , , , , 
"hospc_2013_DATA",36395,"S100000","Line(00400)", ,"04/05/2005","04/05/2005", , , , , , , , , , , , , 
"hospc_2013_DATA",36395,"S100000","Line(00500)", ,"01/01/2013","12/31/2013", , , , , , , , , , , , , 
"hospc_2013_DATA",36395,"S100000","Line(00600)", ,"391665", , , , , , , , , , , , , , 
"hospc_2013_DATA",36395,"S100000","Line(00700)", ,"4", , , , , , , , , , , , , , 
"hospc_2013_DATA",36395,"S100000","Line(00800)", ,"1", , , , ,"1", , , , , , , , , 
"hospc_2013_DATA",36395,"S100000","Line(00900)", ,"9054","115","1356","2","88","9257", , , , , , , , , 
"hospc_2013_DATA",36395,"S100000","Line(01000)", ,"50", ,"50", , ,"50", , , , , , , , , 
"hospc_2013_DATA",36395,"S100000","Line(01100)", ,"18", ,"3", , ,"18", , , , , , , , , 
"hospc_2013_DATA",36395,"S100000","Line(01200)", ,"9123","115","1409","2","88","9326", , , , , , , , , 
"hospc_2013_DATA",36395,"S100000","Line(01300)", ,"98","2","15","1","8","108", , , , , , , , , 
"hospc_2013_DATA",36395,"S100000","Line(01400)", ,"8", , , , ,"8", , , , , , , , , 
"hospc_2013_DATA",36395,"S100000","Line(01500)", ,"93","58","94","2","11","86", , , , , , , , , 
"hospc_2013_DATA",36395,"S100000","Line(01600)", ,"67","2","16","1","1","70", , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
