"Entity[33878] Report(D000000)", , , , , ,"Entity[33878] Report(D000000[0100])","Entity[33878] Report(D000000[0200])","Entity[33878] Report(D000000[0300])","Entity[33878] Report(D000000[0400])"
"HOSPC","hospc_2013_DATA",33878,"D000000","Line(00100)", , , , ,"21881341"
"HOSPC","hospc_2013_DATA",33878,"D000000","Line(00200)", , , , ,"155684"
"HOSPC","hospc_2013_DATA",33878,"D000000","Line(00300)", , , , ,"141"
"HOSPC","hospc_2013_DATA",33878,"D000000","Line(00400)", ,"137378"
"HOSPC","hospc_2013_DATA",33878,"D000000","Line(00500)", ,"19308478"
"HOSPC","hospc_2013_DATA",33878,"D000000","Line(00600)", , ,"5911"
"HOSPC","hospc_2013_DATA",33878,"D000000","Line(00700)", , ,"830791"
"HOSPC","hospc_2013_DATA",33878,"D000000","Line(00800)", ,"61487"
"HOSPC","hospc_2013_DATA",33878,"D000000","Line(00900)", ,"8641998"
"HOSPC","hospc_2013_DATA",33878,"D000000","Line(01000)", , ,"1507"
"HOSPC","hospc_2013_DATA",33878,"D000000","Line(01100)", , ,"211809"
"HOSPC","hospc_2013_DATA",33878,"D000000","Line(01200)", , , ,"12395"
