"Entity[34104] Report(D000000)", , , , , ,"Entity[34104] Report(D000000[0100])","Entity[34104] Report(D000000[0200])","Entity[34104] Report(D000000[0300])","Entity[34104] Report(D000000[0400])"
"HOSPC","hospc_2013_DATA",34104,"D000000","Line(00100)", , , , ,"10044079"
"HOSPC","hospc_2013_DATA",34104,"D000000","Line(00200)", , , , ,"80442"
"HOSPC","hospc_2013_DATA",34104,"D000000","Line(00300)", , , , ,"125"
"HOSPC","hospc_2013_DATA",34104,"D000000","Line(00400)", ,"72561"
"HOSPC","hospc_2013_DATA",34104,"D000000","Line(00500)", ,"9059966"
"HOSPC","hospc_2013_DATA",34104,"D000000","Line(00600)", , ,"2062"
"HOSPC","hospc_2013_DATA",34104,"D000000","Line(00700)", , ,"257461"
"HOSPC","hospc_2013_DATA",34104,"D000000","Line(00800)", ,"35784"
"HOSPC","hospc_2013_DATA",34104,"D000000","Line(00900)", ,"4467990"
"HOSPC","hospc_2013_DATA",34104,"D000000","Line(01000)", , ,"669"
"HOSPC","hospc_2013_DATA",34104,"D000000","Line(01100)", , ,"83531"
"HOSPC","hospc_2013_DATA",34104,"D000000","Line(01200)", , , ,"5819"
