"Entity[33910] Report(B000000)", , , , ,"Entity[33910] Report(B000000[0000])","Entity[33910] Report(B000000[0100])","Entity[33910] Report(B000000[0200])","Entity[33910] Report(B000000[0300])","Entity[33910] Report(B000000[0400])","Entity[33910] Report(B000000[0500])","Entity[33910] Report(B000000[0600])","Entity[33910] Report(B000000[0700])"
"HOSPC","hospc_2013_DATA",33910,"B000000","Line(00100)","21457","21457"
"HOSPC","hospc_2013_DATA",33910,"B000000","Line(00200)","115338", ,"115338"
"HOSPC","hospc_2013_DATA",33910,"B000000","Line(00300)","59508","10728","57669","127905"
"HOSPC","hospc_2013_DATA",33910,"B000000","Line(00400)", , , ,"63952","63952"
"HOSPC","hospc_2013_DATA",33910,"B000000","Line(00500)", , , , ,"31976","31976"
"HOSPC","hospc_2013_DATA",33910,"B000000","Line(00600)","1744075","10729","57669","63953","31976","31976","1940378"
"HOSPC","hospc_2013_DATA",33910,"B000000","Line(01000)","1639", , , , , ,"1464","3103"
"HOSPC","hospc_2013_DATA",33910,"B000000","Line(01100)","665293", , , , , ,"594299","1259592"
"HOSPC","hospc_2013_DATA",33910,"B000000","Line(01600)","587877", , , , , ,"525142","1113019"
"HOSPC","hospc_2013_DATA",33910,"B000000","Line(02000)","126245", , , , , ,"112773","239018"
"HOSPC","hospc_2013_DATA",33910,"B000000","Line(02100)","101269", , , , , ,"90462","191731"
"HOSPC","hospc_2013_DATA",33910,"B000000","Line(02400)","177295", , , , , ,"158375","335670"
"HOSPC","hospc_2013_DATA",33910,"B000000","Line(03000)","165513", , , , , ,"147850","313363"
"HOSPC","hospc_2013_DATA",33910,"B000000","Line(03100)","132514", , , , , ,"118373","250887"
"HOSPC","hospc_2013_DATA",33910,"B000000","Line(03200)","12590", , , , , ,"11246","23836"
"HOSPC","hospc_2013_DATA",33910,"B000000","Line(03500)","66662", , , , , ,"59548","126210"
"HOSPC","hospc_2013_DATA",33910,"B000000","Line(03900)","9440", , , , , ,"8433","17873"
"HOSPC","hospc_2013_DATA",33910,"B000000","Line(05100)","1892", , , , , ,"1690","3582"
"HOSPC","hospc_2013_DATA",33910,"B000000","Line(05200)","54437", , , , , ,"48628","103065"
"HOSPC","hospc_2013_DATA",33910,"B000000","Line(05300)","69513", , , , , ,"62095","131608"
"Entity[33910] Report(B10000*)", , , , , ,"Entity[33910] Report(B10000*[0100])","Entity[33910] Report(B10000*[0200])","Entity[33910] Report(B10000*[0300])","Entity[33910] Report(B10000*[0400])","Entity[33910] Report(B10000*[0500])","Entity[33910] Report(B10000*[0600])"
"HOSPC","hospc_2013_DATA",33910,"B10000*","Line(00100)", ,"CAPITAL","CAPITAL","PLANT","TRANS-","VOLUNT.","ADMINIS-"
"HOSPC","hospc_2013_DATA",33910,"B10000*","Line(00200)", ,"BLDGS &","MOVABLE","OPER. &","PORTAT-","SERVICES","TRATIVE &"
"HOSPC","hospc_2013_DATA",33910,"B10000*","Line(00300)", ,"FIXTURES","EQUIPMENT","MAINT.","ION","COORDI.","GENERAL"
"HOSPC","hospc_2013_DATA",33910,"B10000*","Line(00400)", ,"NO","NO","NO","NO","NO","ACCUM."
"HOSPC","hospc_2013_DATA",33910,"B10000*","Line(00500)", ,"STATISTICS","STATISTICS","STATISTICS","STATISTICS","STATISTICS","COSTS"
"Entity[33910] Report(B100000)", , , , , ,"Entity[33910] Report(B100000[0100])","Entity[33910] Report(B100000[0200])","Entity[33910] Report(B100000[0300])","Entity[33910] Report(B100000[0400])","Entity[33910] Report(B100000[0500])","Entity[33910] Report(B100000[0600])"
"HOSPC","hospc_2013_DATA",33910,"B100000","Line(00000)", , , , , , ,"X"
"HOSPC","hospc_2013_DATA",33910,"B100000","Line(00100)", ,"200"
"HOSPC","hospc_2013_DATA",33910,"B100000","Line(00200)", , ,"200"
"HOSPC","hospc_2013_DATA",33910,"B100000","Line(00300)", ,"100","100","200"
"HOSPC","hospc_2013_DATA",33910,"B100000","Line(00400)", , , ,"100","200"
"HOSPC","hospc_2013_DATA",33910,"B100000","Line(00500)", , , , ,"100","2257"
"HOSPC","hospc_2013_DATA",33910,"B100000","Line(00600)", ,"100","100","100","100","2257","2172179"
"HOSPC","hospc_2013_DATA",33910,"B100000","Line(01000)", , , , , , ,"1639"
"HOSPC","hospc_2013_DATA",33910,"B100000","Line(01100)", , , , , , ,"665293"
"HOSPC","hospc_2013_DATA",33910,"B100000","Line(01600)", , , , , , ,"587877"
"HOSPC","hospc_2013_DATA",33910,"B100000","Line(02000)", , , , , , ,"126245"
"HOSPC","hospc_2013_DATA",33910,"B100000","Line(02100)", , , , , , ,"101269"
"HOSPC","hospc_2013_DATA",33910,"B100000","Line(02400)", , , , , , ,"177295"
"HOSPC","hospc_2013_DATA",33910,"B100000","Line(03000)", , , , , , ,"165513"
"HOSPC","hospc_2013_DATA",33910,"B100000","Line(03100)", , , , , , ,"132514"
"HOSPC","hospc_2013_DATA",33910,"B100000","Line(03200)", , , , , , ,"12590"
"HOSPC","hospc_2013_DATA",33910,"B100000","Line(03500)", , , , , , ,"66662"
"HOSPC","hospc_2013_DATA",33910,"B100000","Line(03900)", , , , , , ,"9440"
"HOSPC","hospc_2013_DATA",33910,"B100000","Line(05100)", , , , , , ,"1892"
"HOSPC","hospc_2013_DATA",33910,"B100000","Line(05200)", , , , , , ,"54437"
"HOSPC","hospc_2013_DATA",33910,"B100000","Line(05300)", , , , , , ,"69513"
"HOSPC","hospc_2013_DATA",33910,"B100000","Line(10000)", ,"21457","115338","127905","63952","31976","1940378"
