"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34646","S000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"use only","","  [  ]  Desk Reviewed","","","","Intermediary No.","","[  ] Final", , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34646] Report(S000000[0100])","Entity[34646] Report(S000000[0200])","Entity[34646] Report(S000000[0300])", , , , , , , , , , , , 
"hospc_2013_DATA",34646,"S000000","Line(00100)", ,"1","05/28/2014","N", , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34646","S100000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"1","Name:","","","","Address:","","","City:","State:","Zip Code:     ","1", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34646] Report(S100000[0100])","Entity[34646] Report(S100000[0200])","Entity[34646] Report(S100000[0300])","Entity[34646] Report(S100000[0400])","Entity[34646] Report(S100000[0500])","Entity[34646] Report(S100000[0600])", , , , , , , , , 
"hospc_2013_DATA",34646,"S100000","Line(00100)", ,"APPLEGATE HOSPICE OF ST. GEORGE","1490 EAST FOREMASTER DRIVE","ST. GEORGE","UT","84790", , , , , , , , , , 
"hospc_2013_DATA",34646,"S100000","Line(00200)", ,"WASHINGTON", , , , , , , , , , , , , , 
"hospc_2013_DATA",34646,"S100000","Line(00400)", ,"02/05/2004", , , , , , , , , , , , , , 
"hospc_2013_DATA",34646,"S100000","Line(00500)", ,"01/01/2013","12/31/2013", , , , , , , , , , , , , 
"hospc_2013_DATA",34646,"S100000","Line(00600)", ,"461534", , , , , , , , , , , , , , 
"hospc_2013_DATA",34646,"S100000","Line(00700)", ,"5", , , , , , , , , , , , , , 
"hospc_2013_DATA",34646,"S100000","Line(00800)", ,"1", ,"1", , ,"1", , , , , , , , , 
"hospc_2013_DATA",34646,"S100000","Line(00900)", ,"3979","6","513", ,"12","3997", , , , , , , , , 
"hospc_2013_DATA",34646,"S100000","Line(01000)", ,"10", ,"10", , ,"10", , , , , , , , , 
"hospc_2013_DATA",34646,"S100000","Line(01100)", ,"10", ,"10", , ,"10", , , , , , , , , 
"hospc_2013_DATA",34646,"S100000","Line(01200)", ,"4000","6","534", ,"12","4018", , , , , , , , , 
"hospc_2013_DATA",34646,"S100000","Line(01300)", ,"83","2","14","1","1","86", , , , , , , , , 
"hospc_2013_DATA",34646,"S100000","Line(01400)", ,"46", ,"46", , ,"46", , , , , , , , , 
"hospc_2013_DATA",34646,"S100000","Line(01500)", ,"48","3","38", ,"12","47", , , , , , , , , 
"hospc_2013_DATA",34646,"S100000","Line(01600)", ,"74","2","13","1","1","77", , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
