"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 36473","D000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","", , , , , , , , , , , 
"-------------","-------------", ,"COMPUTATION OF PER DIEM COST","","TITLE XVIII","TITLE XIX","OTHER","TOTAL", , , , , , , , , , , 
"-------------","-------------", ,"","","-1","-2","-3","-4", , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[36473] Report(D000000[0100])","Entity[36473] Report(D000000[0200])","Entity[36473] Report(D000000[0300])","Entity[36473] Report(D000000[0400])", , , , , , , , , , , 
"hospc_2013_DATA",36473,"D000000","Line(00100)", , , , ,"1042285", , , , , , , , , , , 
"hospc_2013_DATA",36473,"D000000","Line(00200)", , , , ,"9718", , , , , , , , , , , 
"hospc_2013_DATA",36473,"D000000","Line(00300)", , , , ,"107", , , , , , , , , , , 
"hospc_2013_DATA",36473,"D000000","Line(00400)", ,"7309", , , , , , , , , , , , , , 
"hospc_2013_DATA",36473,"D000000","Line(00500)", ,"783890", , , , , , , , , , , , , , 
"hospc_2013_DATA",36473,"D000000","Line(00600)", , ,"412", , , , , , , , , , , , , 
"hospc_2013_DATA",36473,"D000000","Line(00700)", , ,"44187", , , , , , , , , , , , , 
"hospc_2013_DATA",36473,"D000000","Line(00800)", ,"454", , , , , , , , , , , , , , 
"hospc_2013_DATA",36473,"D000000","Line(00900)", ,"48692", , , , , , , , , , , , , , 
"hospc_2013_DATA",36473,"D000000","Line(01000)", , ,"1", , , , , , , , , , , , , 
"hospc_2013_DATA",36473,"D000000","Line(01100)", , ,"107", , , , , , , , , , , , , 
"hospc_2013_DATA",36473,"D000000","Line(01200)", , , ,"1997", , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
