"Entity[33908] Report(D000000)", , , , , ,"Entity[33908] Report(D000000[0100])","Entity[33908] Report(D000000[0200])","Entity[33908] Report(D000000[0300])","Entity[33908] Report(D000000[0400])"
"HOSPC","hospc_2013_DATA",33908,"D000000","Line(00100)", , , , ,"1289372"
"HOSPC","hospc_2013_DATA",33908,"D000000","Line(00200)", , , , ,"5205"
"HOSPC","hospc_2013_DATA",33908,"D000000","Line(00300)", , , , ,"248"
"HOSPC","hospc_2013_DATA",33908,"D000000","Line(00400)", ,"4868"
"HOSPC","hospc_2013_DATA",33908,"D000000","Line(00500)", ,"1205901"
"HOSPC","hospc_2013_DATA",33908,"D000000","Line(00600)", , ,"200"
"HOSPC","hospc_2013_DATA",33908,"D000000","Line(00700)", , ,"49544"
"HOSPC","hospc_2013_DATA",33908,"D000000","Line(01200)", , , ,"137"
