"Entity[33894] Report(G000000)", , , , , ,"Entity[33894] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",33894,"G000000","Line(00100)", ,"203090"
"HOSPC","hospc_2013_DATA",33894,"G000000","Line(00200)", ,"6653"
"HOSPC","hospc_2013_DATA",33894,"G000000","Line(00400)", ,"371885"
"HOSPC","hospc_2013_DATA",33894,"G000000","Line(00500)", ,"13370"
"HOSPC","hospc_2013_DATA",33894,"G000000","Line(00600)", ,"19074"
"HOSPC","hospc_2013_DATA",33894,"G000000","Line(00800)", ,"32000"
"HOSPC","hospc_2013_DATA",33894,"G000000","Line(00900)", ,"6865"
"HOSPC","hospc_2013_DATA",33894,"G000000","Line(01100)", ,"614789"
"HOSPC","hospc_2013_DATA",33894,"G000000","Line(01200)", ,"327037"
"HOSPC","hospc_2013_DATA",33894,"G000000","Line(01300)", ,"82590"
"HOSPC","hospc_2013_DATA",33894,"G000000","Line(01500)", ,"3796751"
"HOSPC","hospc_2013_DATA",33894,"G000000","Line(01900)", ,"620904"
"HOSPC","hospc_2013_DATA",33894,"G000000","Line(02100)", ,"13000"
"HOSPC","hospc_2013_DATA",33894,"G000000","Line(02300)", ,"230539"
"HOSPC","hospc_2013_DATA",33894,"G000000","Line(02400)", ,"1717374"
"HOSPC","hospc_2013_DATA",33894,"G000000","Line(02700)", ,"3353447"
"HOSPC","hospc_2013_DATA",33894,"G000000","Line(02800)", ,"2759034"
"HOSPC","hospc_2013_DATA",33894,"G000000","Line(03200)", ,"2759034"
"HOSPC","hospc_2013_DATA",33894,"G000000","Line(03300)", ,"6727270"
"HOSPC","hospc_2013_DATA",33894,"G000000","Line(03400)", ,"13255"
"HOSPC","hospc_2013_DATA",33894,"G000000","Line(03500)", ,"140185"
"HOSPC","hospc_2013_DATA",33894,"G000000","Line(03600)", ,"10514"
"HOSPC","hospc_2013_DATA",33894,"G000000","Line(03700)", ,"232592"
"HOSPC","hospc_2013_DATA",33894,"G000000","Line(04100)", ,"111646"
"HOSPC","hospc_2013_DATA",33894,"G000000","Line(04200)", ,"508192"
"HOSPC","hospc_2013_DATA",33894,"G000000","Line(05000)", ,"508192"
"HOSPC","hospc_2013_DATA",33894,"G000000","Line(05100)", ,"6219078"
"HOSPC","hospc_2013_DATA",33894,"G000000","Line(05800)", ,"6219078"
"Entity[33894] Report(G100000)", , , , ,"Entity[33894] Report(G100000[0000])","Entity[33894] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",33894,"G100000","Line(00100)", ,"5609206"
"HOSPC","hospc_2013_DATA",33894,"G100000","Line(00200)", ,"614572"
"HOSPC","hospc_2013_DATA",33894,"G100000","Line(00300)", ,"6223778"
"HOSPC","hospc_2013_DATA",33894,"G100000","Line(01100)", ,"6223778"
"HOSPC","hospc_2013_DATA",33894,"G100000","Line(01300)","PRIOR PERIOD ADJUSTMENT","4700"
"HOSPC","hospc_2013_DATA",33894,"G100000","Line(01800)", ,"4700"
"Entity[33894] Report(G200001)", , , , , ,"Entity[33894] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",33894,"G200001","Line(00100)", ,"246295"
"HOSPC","hospc_2013_DATA",33894,"G200001","Line(00300)", ,"1647584"
"HOSPC","hospc_2013_DATA",33894,"G200001","Line(00400)", ,"1157490"
"HOSPC","hospc_2013_DATA",33894,"G200001","Line(00500)", ,"98397"
"Entity[33894] Report(G200002)", , , , ,"Entity[33894] Report(G200002[0000])","Entity[33894] Report(G200002[0100])","Entity[33894] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",33894,"G200002","Line(00100)", , ,"3949732"
"HOSPC","hospc_2013_DATA",33894,"G200002","Line(00200)","ADD (SPECIFY) ROUNDING","-2"
"HOSPC","hospc_2013_DATA",33894,"G200002","Line(00800)", , ,"-2"
"HOSPC","hospc_2013_DATA",33894,"G200002","Line(01000)","COMMUNITY SUPPORT","1059756"
"HOSPC","hospc_2013_DATA",33894,"G200002","Line(01100)","INTEREST/INVESTMENT INCOME","310709"
"HOSPC","hospc_2013_DATA",33894,"G200002","Line(01200)","OTHER PROGRAM INCOME","43835"
"HOSPC","hospc_2013_DATA",33894,"G200002","Line(01300)","MISCELLANEOUS INCOME","236"
"HOSPC","hospc_2013_DATA",33894,"G200002","Line(01301)","STATE MEDICAID ROOM & BOARD","98397"
"HOSPC","hospc_2013_DATA",33894,"G200002","Line(01400)", , ,"1512933"
"HOSPC","hospc_2013_DATA",33894,"G200002","Line(01500)", , ,"2436797"
