"Entity[33964] Report(D000000)", , , , , ,"Entity[33964] Report(D000000[0100])","Entity[33964] Report(D000000[0200])","Entity[33964] Report(D000000[0300])","Entity[33964] Report(D000000[0400])"
"HOSPC","hospc_2013_DATA",33964,"D000000","Line(00100)", , , , ,"10364679"
"HOSPC","hospc_2013_DATA",33964,"D000000","Line(00200)", , , , ,"79021"
"HOSPC","hospc_2013_DATA",33964,"D000000","Line(00300)", , , , ,"131"
"HOSPC","hospc_2013_DATA",33964,"D000000","Line(00400)", ,"74294"
"HOSPC","hospc_2013_DATA",33964,"D000000","Line(00500)", ,"9744401"
"HOSPC","hospc_2013_DATA",33964,"D000000","Line(00600)", , ,"2005"
"HOSPC","hospc_2013_DATA",33964,"D000000","Line(00700)", , ,"262976"
"HOSPC","hospc_2013_DATA",33964,"D000000","Line(01200)", , , ,"2722"
