"Entity[33845] Report(B000000)", , , , ,"Entity[33845] Report(B000000[0000])","Entity[33845] Report(B000000[0100])","Entity[33845] Report(B000000[0200])","Entity[33845] Report(B000000[0300])","Entity[33845] Report(B000000[0400])","Entity[33845] Report(B000000[0500])","Entity[33845] Report(B000000[0600])","Entity[33845] Report(B000000[0700])"
"HOSPC","hospc_2013_DATA",33845,"B000000","Line(00100)","19800","19800"
"HOSPC","hospc_2013_DATA",33845,"B000000","Line(00200)","894","19800","20694"
"HOSPC","hospc_2013_DATA",33845,"B000000","Line(00300)","9717", ,"20694","30411"
"HOSPC","hospc_2013_DATA",33845,"B000000","Line(00400)","303", , ,"30411","30714"
"HOSPC","hospc_2013_DATA",33845,"B000000","Line(00500)", , , , ,"30714","30714"
"HOSPC","hospc_2013_DATA",33845,"B000000","Line(00600)","204661", , , , ,"30714","235375"
"HOSPC","hospc_2013_DATA",33845,"B000000","Line(01000)","4323", , , , , ,"1844","6167"
"HOSPC","hospc_2013_DATA",33845,"B000000","Line(01500)","85", , , , , ,"36","121"
"HOSPC","hospc_2013_DATA",33845,"B000000","Line(01600)","224379", , , , , ,"95729","320108"
"HOSPC","hospc_2013_DATA",33845,"B000000","Line(02000)","65375", , , , , ,"27891","93266"
"HOSPC","hospc_2013_DATA",33845,"B000000","Line(02100)","15897", , , , , ,"6782","22679"
"HOSPC","hospc_2013_DATA",33845,"B000000","Line(03000)","20007", , , , , ,"8536","28543"
"HOSPC","hospc_2013_DATA",33845,"B000000","Line(03100)","6545", , , , , ,"2792","9337"
"HOSPC","hospc_2013_DATA",33845,"B000000","Line(03400)","540", , , , , ,"230","770"
"HOSPC","hospc_2013_DATA",33845,"B000000","Line(05300)","214553", , , , , ,"91535","306088"
"Entity[33845] Report(B10000*)", , , , , ,"Entity[33845] Report(B10000*[0100])","Entity[33845] Report(B10000*[0200])","Entity[33845] Report(B10000*[0300])","Entity[33845] Report(B10000*[0400])","Entity[33845] Report(B10000*[0500])","Entity[33845] Report(B10000*[0600])"
"HOSPC","hospc_2013_DATA",33845,"B10000*","Line(00100)", ,"CAPITAL","CAPITAL","PLANT","TRANS-","VOLUNT.","ADMINIS-"
"HOSPC","hospc_2013_DATA",33845,"B10000*","Line(00200)", ,"BLDGS &","MOVABLE","OPER. &","PORTAT-","SERVICES","TRATIVE &"
"HOSPC","hospc_2013_DATA",33845,"B10000*","Line(00300)", ,"FIXTURES","EQUIPMENT","MAINT.","ION","COORDI.","GENERAL"
"HOSPC","hospc_2013_DATA",33845,"B10000*","Line(00400)", ,"NO","NO","NO","NO","NO","ACCUM."
"HOSPC","hospc_2013_DATA",33845,"B10000*","Line(00500)", ,"STATISTICS","STATISTICS","STATISTICS","STATISTICS","STATISTICS","COSTS"
"Entity[33845] Report(B100000)", , , , , ,"Entity[33845] Report(B100000[0100])","Entity[33845] Report(B100000[0200])","Entity[33845] Report(B100000[0300])","Entity[33845] Report(B100000[0400])","Entity[33845] Report(B100000[0500])","Entity[33845] Report(B100000[0600])"
"HOSPC","hospc_2013_DATA",33845,"B100000","Line(00000)", , , , , , ,"X"
"HOSPC","hospc_2013_DATA",33845,"B100000","Line(00100)", ,"1200"
"HOSPC","hospc_2013_DATA",33845,"B100000","Line(00200)", ,"1200","1200"
"HOSPC","hospc_2013_DATA",33845,"B100000","Line(00300)", , ,"1200","1200"
"HOSPC","hospc_2013_DATA",33845,"B100000","Line(00400)", , , ,"1200","1200"
"HOSPC","hospc_2013_DATA",33845,"B100000","Line(00500)", , , , ,"1200","1200"
"HOSPC","hospc_2013_DATA",33845,"B100000","Line(00600)", , , , , ,"1200","551704"
"HOSPC","hospc_2013_DATA",33845,"B100000","Line(01000)", , , , , , ,"4323"
"HOSPC","hospc_2013_DATA",33845,"B100000","Line(01500)", , , , , , ,"85"
"HOSPC","hospc_2013_DATA",33845,"B100000","Line(01600)", , , , , , ,"224379"
"HOSPC","hospc_2013_DATA",33845,"B100000","Line(02000)", , , , , , ,"65375"
"HOSPC","hospc_2013_DATA",33845,"B100000","Line(02100)", , , , , , ,"15897"
"HOSPC","hospc_2013_DATA",33845,"B100000","Line(03000)", , , , , , ,"20007"
"HOSPC","hospc_2013_DATA",33845,"B100000","Line(03100)", , , , , , ,"6545"
"HOSPC","hospc_2013_DATA",33845,"B100000","Line(03400)", , , , , , ,"540"
"HOSPC","hospc_2013_DATA",33845,"B100000","Line(05300)", , , , , , ,"214553"
"HOSPC","hospc_2013_DATA",33845,"B100000","Line(10000)", ,"19800","20694","30411","30714","30714"
