"Entity[33845] Report(G000000)", , , , , ,"Entity[33845] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",33845,"G000000","Line(00400)", ,"151120"
"HOSPC","hospc_2013_DATA",33845,"G000000","Line(00600)", ,"24824"
"HOSPC","hospc_2013_DATA",33845,"G000000","Line(00800)", ,"1800"
"HOSPC","hospc_2013_DATA",33845,"G000000","Line(01100)", ,"128096"
"HOSPC","hospc_2013_DATA",33845,"G000000","Line(02300)", ,"1286"
"HOSPC","hospc_2013_DATA",33845,"G000000","Line(02400)", ,"530"
"HOSPC","hospc_2013_DATA",33845,"G000000","Line(02700)", ,"756"
"HOSPC","hospc_2013_DATA",33845,"G000000","Line(03100)", ,"1500"
"HOSPC","hospc_2013_DATA",33845,"G000000","Line(03200)", ,"1500"
"HOSPC","hospc_2013_DATA",33845,"G000000","Line(03300)", ,"130352"
"HOSPC","hospc_2013_DATA",33845,"G000000","Line(03400)", ,"44564"
"HOSPC","hospc_2013_DATA",33845,"G000000","Line(03500)", ,"11594"
"HOSPC","hospc_2013_DATA",33845,"G000000","Line(03600)", ,"3322"
"HOSPC","hospc_2013_DATA",33845,"G000000","Line(04100)", ,"1105631"
"HOSPC","hospc_2013_DATA",33845,"G000000","Line(04200)", ,"1165111"
"HOSPC","hospc_2013_DATA",33845,"G000000","Line(05000)", ,"1165111"
"HOSPC","hospc_2013_DATA",33845,"G000000","Line(05100)", ,"-1034759"
"HOSPC","hospc_2013_DATA",33845,"G000000","Line(05800)", ,"-1034759"
"Entity[33845] Report(G100000)", , , , , ,"Entity[33845] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",33845,"G100000","Line(00100)", ,"-832066"
"HOSPC","hospc_2013_DATA",33845,"G100000","Line(00200)", ,"-202693"
"HOSPC","hospc_2013_DATA",33845,"G100000","Line(00300)", ,"-1034759"
"HOSPC","hospc_2013_DATA",33845,"G100000","Line(01100)", ,"-1034759"
"Entity[33845] Report(G200001)", , , , , ,"Entity[33845] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",33845,"G200001","Line(00100)", ,"630540"
"Entity[33845] Report(G200002)", , , , , , ,"Entity[33845] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",33845,"G200002","Line(00100)", , ,"833233"
"HOSPC","hospc_2013_DATA",33845,"G200002","Line(01500)", , ,"833233"
